id,date,kwic,before,after
nla.obj-664016031,1901-10-12,"the year 2000. 4 Dear Bulletin, —So the Colombian Aliens Restriction Bill has been disallowed! What chance",Dear|Bulletin|So|the|Colombian,Restriction|Bill|has|been|disallowed
nla.obj-664016031,1901-10-12, inues. Why not apply the educational test of the Aliens Immigration Act to the Victorian House of Landlor,the|educational|test|of|the,Immigration|Act|to|the|Victorian
nla.obj-664016053,1901-10-19,"g. He may also promise the Labor party to exclude aliens with a rude shove, instead of just as efficacious",the|Labor|party|to|exclude,with|a|rude|shove|instead
nla.obj-664016133,1901-11-16,n-law-hood—with the black man. + The Exclusion of Aliens. “ Viking ” offers a few remarks : The question s,black|man|The|Exclusion|of,Viking|offers|a|few|remarks
nla.obj-664016133,1901-11-16,"imprisoned during 1900. In same year, 460 colored aliens —gentle, docile, harmless, law-abiding, &c.—found",In|same|year|460|colored,gentle|docile|harmless|law|abiding
nla.obj-664016217,1901-11-23,"m India are charged with abominable offences. The aliens, though not numerous as yet, take up a very large",charged|with|abominable|offences|The,though|not|numerous|as|yet
nla.obj-664016217,1901-11-23," average, 30cwt. of cane per day, and (as the pro-aliens assert a white man can’t do more work than a nigg",day|and|as|the|pro,assert|a|white|man|can
nla.obj-664016217,1901-11-23,ely sum of 2s. 6d. for a day’s work. When the pro-aliens can quote instances where white men at 30s. per w,s|work|When|the|pro,can|quote|instances|where|white
nla.obj-664016217,1901-11-23,"White Australia,” they must be treated as colored aliens, though they are not technically aliens, and kept",must|be|treated|as|colored,though|they|are|not|technically
nla.obj-664016217,1901-11-23,"s colored aliens, though they are not technically aliens, and kept from immigration to the continent. From",though|they|are|not|technically,and|kept|from|immigration|to
nla.obj-664016230,1901-11-30," accept the Educational Test for the exclusion of aliens, and it can’t reject it without doing a servile a",Test|for|the|exclusion|of,and|it|can|t|reject
nla.obj-664016274,1901-12-14,"te first struck out the educational test from the Aliens Immigration Bill, then re- jected M‘Gregor’s prop",the|educational|test|from|the,Immigration|Bill|then|re|jected
nla.obj-664016296,1901-12-21,"Senators to create trouble in the Senate over the Aliens Immigration Restriction Bill, but they wouldn’t. ",in|the|Senate|over|the,Immigration|Restriction|Bill|but|they
nla.obj-664016296,1901-12-21,"entral Mill fiasco, near Cairns (Q.), and the pro-aliens’ emphatio assertion that this episode proved that",Cairns|Q|and|the|pro,emphatio|assertion|that|this|episode
nla.obj-664016314,1901-12-28,"y what one hears and reads in the newspapers, all aliens in Queensland, not Chinese or Japanese, are dubbe",reads|in|the|newspapers|all,in|Queensland|not|Chinese|or
nla.obj-664016314,1901-12-28,"e thin edge of the wedge towards the whole of the aliens K° ln ßs But suppose that does not happen, and we",towards|the|whole|of|the,K|ln|ßs|But|suppose
nla.obj-664016314,1901-12-28,"contingency, why not get rid of some of the other aliens before disturbing the Kanaka and the very big ind",of|some|of|the|other,before|disturbing|the|Kanaka|and
nla.obj-664016314,1901-12-28," late to represent. lam as much against all other aliens as anyone, but from a long and in- timate knowled",as|much|against|all|other,as|anyone|but|from|a
nla.obj-664016314,1901-12-28,s far—very far—the largest proportion of coloured aliens among all these States. These are official statis,the|largest|proportion|of|coloured,among|all|these|States|These
nla.obj-664016314,1901-12-28,", B. in its aboriginal-dark ignorance to shut out aliens—:it had bitten off more than it could chew, and d",dark|ignorance|to|shut|out,it|had|bitten|off|more
nla.obj-659102477,1902-01-18,"in.’ Anyhow, whatever happens, the Kanaka and the Aliens Immigration Restric- tion Acts are now safe ; and",happens|the|Kanaka|and|the,Immigration|Restric|tion|Acts|are
nla.obj-659102514,1902-02-01,"eive the bias of patriotism where both sides are"" aliens ; but we fail to perceive it where we are ourselv",patriotism|where|both|sides|are,but|we|fail|to|perceive
nla.obj-659102514,1902-02-01,"d, fortunately, as certain difficulties under the Aliens Immigration Re- striction Act would have interfer",as|certain|difficulties|under|the,Immigration|Re|striction|Act|would
nla.obj-659102538,1902-02-08, have been excluded under the Federal Undesirable Aliens Act. This is a common statement with allegedly pi,excluded|under|the|Federal|Undesirable,Act|This|is|a|common
nla.obj-659102630,1902-03-15,"g affluent relatives or evil intentions, of being aliens, and of not being the persons they claim to be, t",or|evil|intentions|of|being,and|of|not|being|the
nla.obj-659135000,1902-03-22,"at negotiations are in pro- gress to override its Aliens Restriction Act—in fact, it is not consulted abou",pro|gress|to|override|its,Restriction|Act|in|fact|it
nla.obj-659135232,1902-04-19,"e Australian pearl-fishery as they shut out other aliens, and the old, white- man industry which they kill",as|they|shut|out|other,and|the|old|white|man
nla.obj-659135232,1902-04-19, and could all pass the educational test ” of the Aliens Immigration Restriction Act. The White Australia ,the|educational|test|of|the,Immigration|Restriction|Act|The|White
nla.obj-659135255,1902-04-26,"at with ten or twelve boats worked by the colored aliens, and working on his patch of shell. Australian pe",boats|worked|by|the|colored,and|working|on|his|patch
nla.obj-659135255,1902-04-26,"tation, and is expected to arrive next month. The Aliens Immigration Restriction Act seems to be almost ab",to|arrive|next|month|The,Immigration|Restriction|Act|seems|to
nla.obj-659135255,1902-04-26,ure at once for the absolute exclusion of colored aliens. Australia took the present Act “on the honor of ,the|absolute|exclusion|of|colored,Australia|took|the|present|Act
nla.obj-659135278,1902-05-03,"lers, who will drive a coach and four through the Aliens Immigration Restric- tion Act, write out 50 words",coach|and|four|through|the,Immigration|Restric|tion|Act|write
nla.obj-659135403,1902-05-10,at that stout gentleman defined his position. The Aliens Restriction Act gives the Barton Government power,gentleman|defined|his|position|The,Restriction|Act|gives|the|Barton
nla.obj-659135403,1902-05-10, stations’ ” desire to have the provisions of the Aliens Immigration Restriction Act relaxed in their favo,have|the|provisions|of|the,Immigration|Restriction|Act|relaxed|in
nla.obj-659135442,1902-05-17,applies. The unfor- tunate circumstance about the Aliens Exclusion law is that its efficiency depends whol,unfor|tunate|circumstance|about|the,Exclusion|law|is|that|its
nla.obj-659135442,1902-05-17,"ad deserted his ship, and who knew no more of the Aliens Restriction Law than he did of Andree’s lost ball",knew|no|more|of|the,Restriction|Law|than|he|did
nla.obj-659135469,1902-05-24,nder the influence of Mr. Chamberlain—reduced his Aliens Immigration Restriction Act to an absolute nullit,of|Mr|Chamberlain|reduced|his,Immigration|Restriction|Act|to|an
nla.obj-659135469,1902-05-24,remier no longer. • • * * Everyone knows that the Aliens Restriction law was passed to keep out black and ,longer|Everyone|knows|that|the,Restriction|law|was|passed|to
nla.obj-659135469,1902-05-24,". It reckoned it wa3 better to accept the present Aliens Restric- tion Act, which can be made to fill all ",better|to|accept|the|present,Restric|tion|Act|which|can
nla.obj-659135469,1902-05-24,o Australia to find themselves shut out under the Aliens Restriction law for not being able to write 50 wo,themselves|shut|out|under|the,Restriction|law|for|not|being
nla.obj-659175406,1902-06-07,rob the Philp crowd of its S.S. island serfs; the Aliens Restriction Bill will make its country uncomforta,S|S|island|serfs|the,Restriction|Bill|will|make|its
nla.obj-659175501,1902-06-14,"taster) should be appointed at each port, and the Aliens Re- striction Act should be amended to prevent pe",at|each|port|and|the,Re|striction|Act|should|be
nla.obj-659175549,1902-06-28,"stoms officers, in Melbourne, in carrying out the Aliens Restriction Act, are just now grappling with the ",Melbourne|in|carrying|out|the,Restriction|Act|are|just|now
nla.obj-659175549,1902-06-28,"e “honoraries,” in putting their feet through the Aliens Restriction Act, seem to have accidentally kicked",putting|their|feet|through|the,Restriction|Act|seem|to|have
nla.obj-690241414,1902-07-05,umbia on account of Chamberlain’s disallowing the Aliens Restriction Act. Yellow labor is cutting out whit,of|Chamberlain|s|disallowing|the,Restriction|Act|Yellow|labor|is
nla.obj-664460365,1902-07-26,"a leader, July 21, badly gives itself away on the aliens immigration restric- tion question. We shall not ",gives|itself|away|on|the,immigration|restric|tion|question|We
nla.obj-664460365,1902-07-26, “ no writing-tests and no prohibitions ” against aliens constitute the chief virtues of Argentine Governm,tests|and|no|prohibitions|against,constitute|the|chief|virtues|of
nla.obj-664460365,1902-07-26,y of Victoria seems to be trying to disparage the Aliens Restriction Act just as it did the Factories Act.,be|trying|to|disparage|the,Restriction|Act|just|as|it
nla.obj-664460404,1902-08-09,"n Government over there feels very sore about the Aliens Restriction Act, and will probably withdraw the s",feels|very|sore|about|the,Restriction|Act|and|will|probably
nla.obj-664460420,1902-08-16,", and the other to a Malay, and for both of these aliens a crowd of aborigines work for a smoke of opium a",and|for|both|of|these,a|crowd|of|aborigines|work
nla.obj-664460448,1902-08-23,ll the light it can get upon the subject of white aliens and their tendency to increase and multiply and f,upon|the|subject|of|white,and|their|tendency|to|increase
nla.obj-664460448,1902-08-23," were to consistently refuse to deal with any but aliens, so long as the latter are available. Of the 3870",to|deal|with|any|but,so|long|as|the|latter
nla.obj-664460500,1902-09-13,"new Britons who may. join them in the future. The Aliens Restriction Act, as now adminis- tered, makes the",them|in|the|future|The,Restriction|Act|as|now|adminis
nla.obj-664460500,1902-09-13, allow it to offer— from the competition of cheap aliens; in England he must scramble for work in competit,from|the|competition|of|cheap,in|England|he|must|scramble
nla.obj-664460500,1902-09-13,", or nearly half, are held by Assyrians and other aliens. Hawking was once the second line of Australian p",held|by|Assyrians|and|other,Hawking|was|once|the|second
nla.obj-664505156,1902-10-11," are really sick, are left to perish in the yard. Aliens, who_ should be handed to their consuls, abound, ",to|perish|in|the|yard,who_|should|be|handed|to
nla.obj-664505156,1902-10-11,"he last note but one, • * ♦ “Talking of these yer aliens,” said Martin, as he shook the match- box, though",one|Talking|of|these|yer,said|Martin|as|he|shook
nla.obj-664505321,1902-10-25,me an uncompromising opponent of the admission of aliens into Aus- tralia. Piles and their Core.— The pamp,opponent|of|the|admission|of,into|Aus|tralia|Piles|and
nla.obj-664505345,1902-10-30,"her or mot these psychical Indians come under the Aliens Immigration Restriction Act! ISIS UNVEILED. ""OWN ",psychical|Indians|come|under|the,Immigration|Restriction|Act|ISIS|UNVEILED
nla.obj-664505368,1902-11-08,01 report) that all its prosecutions have been of aliens or people in humble condition. The so-called “ ag,its|prosecutions|have|been|of,or|people|in|humble|condition
nla.obj-664505551,1902-11-29,y to pass the e(lucati° na l test ”of the Federal Aliens Restriction law What a howl would arise if he wer,l|test|of|the|Federal,Restriction|law|What|a|howl
nla.obj-664505706,1902-12-13,"d legislation practi- cally excluding all colored aliens; at the same time a. general drought, the stoppag",practi|cally|excluding|all|colored,at|the|same|time|a
nla.obj-664505740,1902-12-20,out of Sydney! The main purpose of the Australian Aliens Immigration Restriction Act is to keep British su,main|purpose|of|the|Australian,Immigration|Restriction|Act|is|to
nla.obj-664505740,1902-12-20,en instructed to allow pearl-shellers to bring in aliens in contravention o t the A.R. Act. When once here,pearl|shellers|to|bring|in,in|contravention|o|t|the
nla.obj-664505740,1902-12-20,"t. When once here there is no law to deport these aliens, and bonds are as piecrust when an unwilling Gove",no|law|to|deport|these,and|bonds|are|as|piecrust
nla.obj-664505740,1902-12-20,practically opening the back door of Australia to aliens. A man who cuts a very big figure in pearling som,back|door|of|Australia|to,A|man|who|cuts|a
nla.obj-671723702,1903-01-10,"tion But the Federal Act does not exclude colored aliens at rigorously as it does British hatters, «c., 4c",Act|does|not|exclude|colored,at|rigorously|as|it|does
nla.obj-671724098,1903-01-31," of the state of the North owing to the influx of aliens, is that so many bishops, parsons, &c., have gone",owing|to|the|influx|of,is|that|so|many|bishops
nla.obj-671724098,1903-01-31," some one of the many knockabout jobs now done by aliens in Queensland. Our gang has been paid 4s. a ton, ",knockabout|jobs|now|done|by,in|Queensland|Our|gang|has
nla.obj-671724098,1903-01-31,e best crops having been all reserved for colored aliens. Whether or not the rebate of ss. a ton on white-,been|all|reserved|for|colored,Whether|or|not|the|rebate
nla.obj-671724120,1903-02-07,erlain very plainly informed this country that an Aliens Restriction law which drew a color line would be ,informed|this|country|that|an,Restriction|law|which|drew|a
nla.obj-671724185,1903-02-28,iatics finding admittance to W.A. in spite of the Aliens Immigration Act. During 11 months of 1902 no less,A|in|spite|of|the,Immigration|Act|During|11|months
nla.obj-671724221,1903-03-14,? at u . c °ntains and is a true and T 0f I'-'-f 'Aliens and cure by Clements C ’i„ ? 30 oontams my full p,and|T|0f|I|f,and|cure|by|Clements|C
nla.obj-671724245,1903-03-21,", 774 Kanakas, 137 Japs, 10 Indians, and 14 other aliens. That place is an authority on niggers, and when ",10|Indians|and|14|other,That|place|is|an|authority
nla.obj-671724305,1903-04-11,"kanaka. Extract from leader, April Ist: The mixed aliens cannot be dispersed and, being here, as a matter ",leader|April|Ist|The|mixed,cannot|be|dispersed|and|being
nla.obj-671724347,1903-04-25," the English money-lender. (6) Not to enforce the Aliens Restriction Act, lest the English money-lender sh",6|Not|to|enforce|the,Restriction|Act|lest|the|English
nla.obj-671724383,1903-05-09,"tional test as a means of keeping out undesirable aliens? Jn 1896 Reid then Premier of N.S.W., passed an A",means|of|keeping|out|undesirable,Jn|1896|Reid|then|Premier
nla.obj-671724383,1903-05-09,"t with better fortune than it did. Jf the present Aliens Restriction law is good, then Reid’s denunciation",it|did|Jf|the|present,Restriction|law|is|good|then
nla.obj-671724383,1903-05-09,e- cognise championships which can only be won by aliens to their country. * • • • Recently E. L. Armytage,can|only|be|won|by,to|their|country|Recently|E
nla.obj-671724451,1903-05-30, Government for its action re Kanakas and Asiatic aliens while Queensland papers simply teem with records ,action|re|Kanakas|and|Asiatic,while|Queensland|papers|simply|teem
nla.obj-671724451,1903-05-30,"y straight out that it objects to the Undesirable Aliens Exclusion Act, but every time a brown courtesy su",it|objects|to|the|Undesirable,Exclusion|Act|but|every|time
nla.obj-671724495,1903-06-13,a n abroad in his native country. The Anstr o i;„ Aliens Exclusion Act is intended to serve the one purpos,country|The|Anstr|o|i,Exclusion|Act|is|intended|to
nla.obj-671724495,1903-06-13,"n’’) the educational test for keeping out colored aliens, and he now denounces that test with extraordinar",test|for|keeping|out|colored,and|he|now|denounces|that
nla.obj-671724495,1903-06-13,"to Australia as deserters (!!). Thus 1086 colored aliens w'ere admitted on State permits, while 196 were a",as|deserters|Thus|1086|colored,w|ere|admitted|on|State
nla.obj-690269092,1903-07-16,"hat no more hawkers’ licenses should be issued to aliens. Tnis was done, of course, at the request of a de",licenses|should|be|issued|to,Tnis|was|done|of|course
nla.obj-659229046,1903-07-23," a plantation, infested with all sorts of colored aliens, with no women of their own, is no place to bring",with|all|sorts|of|colored,with|no|women|of|their
nla.obj-659229102,1903-09-03,tch of earth. We do not want an influx of colored aliens or of contract-bound wage slaves to this continen,want|an|influx|of|colored,or|of|contract|bound|wage
nla.obj-659229128,1903-09-10,"thorities, under the contract labor law affecting aliens, promptly shipped William F. back to England. Dow",the|contract|labor|law|affecting,promptly|shipped|William|F|back
nla.obj-659229189,1903-10-01,"alia, but, owing to Federal legislation regarding aliens, the project had to be dropped. Which is either t",owing|to|Federal|legislation|regarding,the|project|had|to|be
nla.obj-659229206,1903-10-15,"lute refusal of all rights of settlement to those aliens in English cities. Substitute China for Russia, a",rights|of|settlement|to|those,in|English|cities|Substitute|China
nla.obj-659269726,1903-11-12,"th dog), who now alleges that to keep out colored aliens by an education test is a public disgrace. Variou",that|to|keep|out|colored,by|an|education|test|is
nla.obj-659269747,1903-11-19, Fyfe in the Nineteenth Century : The presence of aliens has transferred certain areas of the East End (Lo,Nineteenth|Century|The|presence|of,has|transferred|certain|areas|of
nla.obj-659269879,1903-11-26, the Aus- tralian elections are over. The present Aliens’ Immigration Restriction Act is a law with a long,elections|are|over|The|present,Immigration|Restriction|Act|is|a
nla.obj-659269879,1903-11-26,fatal mistake in raising the exclusion of colored aliens question during the present Federal cam- paign. I,raising|the|exclusion|of|colored,question|during|the|present|Federal
nla.obj-674956426,1903-12-05,th dog). who now alleges that to keep out colored aliens by an educational test is a public disgrace. Varl,that|to|keep|out|colored,by|an|educational|test|is
nla.obj-659269936,1903-12-17,ngs were towards the crowd which now jeers at the Aliens Restriction law—the side which is represented by ,which|now|jeers|at|the,Restriction|law|the|side|which
nla.obj-659270007,1903-12-24,"opt the Education Test for the exclusion of black aliens and foreign criminals, and when George Reid passe",for|the|exclusion|of|black,and|foreign|criminals|and|when
nla.obj-659270007,1903-12-24,to land on this inhospitable shore because of the Aliens Anti-immigration Law. The same lie was circulated,inhospitable|shore|because|of|the,Anti|immigration|Law|The|same
nla.obj-690351340,1903-12-31,: “Or else apply.” Labor Party : “A-a-men.” These aliens at the gates of death Have seen us smirch the Bri,Party|A|a|men|These,at|the|gates|of|death
nla.obj-690353883,1904-01-14,Thus Sydney Telegraph’s London corres- pondent on aliens: — These peripatetic shopkeepers and gutter merch,s|London|corres|pondent|on,These|peripatetic|shopkeepers|and|gutter
nla.obj-659442610,1904-01-28,"eem we all, as this were not our home, And we, as aliens in these elements, Moved here and there, blear-ey",our|home|And|we|as,in|these|elements|Moved|here
nla.obj-659442782,1904-02-11,"e and imi- tating the Commonwealth in restricting aliens, the Australian party whose political opinions we",tating|the|Commonwealth|in|restricting,the|Australian|party|whose|political
nla.obj-659442782,1904-02-11,"cts 51, polygamists 1, immoral women 13, assisted aliens 9, and contract laborers 1086. According to the W",1|immoral|women|13|assisted,9|and|contract|laborers|1086
nla.obj-659442931,1904-02-25,in the Stelling case to speak of a section of the Aliens Immigration Restriction Act as outrageous and tyr,of|a|section|of|the,Immigration|Restriction|Act|as|outrageous
nla.obj-659442931,1904-02-25, why was Dowie not excluded under the Undesirable Aliens Act? On his past record Dowie is not a fit person,not|excluded|under|the|Undesirable,Act|On|his|past|record
nla.obj-659442931,1904-02-25,that the whole beastly batch of Afghans and other aliens (O ! the admirable Asiatic !) cannot be deported ,batch|of|Afghans|and|other,O|the|admirable|Asiatic|cannot
nla.obj-659442990,1904-03-17,to part with the fruit. The contiguity of Asiatic aliens breeds a strange moral tone in surrounding Caucas,fruit|The|contiguity|of|Asiatic,breeds|a|strange|moral|tone
nla.obj-659442990,1904-03-17,"s have been all Japs, Chinese, Afghans, and other aliens. Yet White Australia has to pay for the gallows, ",Japs|Chinese|Afghans|and|other,Yet|White|Australia|has|to
nla.obj-659442990,1904-03-17,"they are pestered with applications from indigent aliens for admission to the militia, membership of which",pestered|with|applications|from|indigent,for|admission|to|the|militia
nla.obj-659442990,1904-03-17, the clo’ trade and all manner of miscel- laneous aliens of dubious fighting capacity. Another “Federal ex,all|manner|of|miscel|laneous,of|dubious|fighting|capacity|Another
nla.obj-690357571,1904-03-31,"ndon Globe as from its Sydney correspondent, on “ Aliens in Australia. Home extracts: — Visitors returning",from|its|Sydney|correspondent|on,in|Australia|Home|extracts|Visitors
nla.obj-690357571,1904-03-31,"l solution of the difficulty was furnished by the aliens, shivering in their cold and wet clothing, being ",difficulty|was|furnished|by|the,shivering|in|their|cold|and
nla.obj-690379870,1904-04-07,"ring race, is being expelled by swarms of stunted aliens, who are not built in the same mould, and who kno",expelled|by|swarms|of|stunted,who|are|not|built|in
nla.obj-690379870,1904-04-07,ut the imperial race to make room for cheap weedy aliens who won’t lift a hand to defend Britain in its fi,make|room|for|cheap|weedy,who|won|t|lift|a
nla.obj-690379870,1904-04-07,"ed out fer larst Sunday."" The Continued Influx of Aliens. Thk Parliamentary return for 1903 under the Im- ",Sunday|The|Continued|Influx|of,Thk|Parliamentary|return|for|1903
nla.obj-690379870,1904-04-07," effective, there is still a very large influx of aliens to the Commonwealth. During 1903 only 165 persons",a|very|large|influx|of,to|the|Commonwealth|During|1903
nla.obj-690379870,1904-04-07,"in 572 Chinese) and “desertion,” y which means 82 aliens of all sorts secured admission to Australia. The ",desertion|y|which|means|82,of|all|sorts|secured|admission
nla.obj-690379870,1904-04-07,unsatisfactory. An Act which allowed 2450 colored aliens to enter and only barred out 152 is not the sort ,Act|which|allowed|2450|colored,to|enter|and|only|barred
nla.obj-690379870,1904-04-07,nwealth wants an Act which will stop 2450 colored aliens and only 152~iKl 52 ~iKo fc a( l n ? lts an y- A ,which|will|stop|2450|colored,and|only|152|iKl|52
nla.obj-659443181,1904-04-21,", and wouldn’t restrict the influx of undesirable aliens, and wouldn’t give up its foolish boast that its ",restrict|the|influx|of|undesirable,and|wouldn|t|give|up
nla.obj-659443181,1904-04-21,r Pearce lias a good notion to stop the influx of aliens (which continues in spite of the Immigration Act),to|stop|the|influx|of,which|continues|in|spite|of
nla.obj-659443181,1904-04-21,"to believe that in the matter of the admission of aliens there is considerable laxness, or tiredness, or w",matter|of|the|admission|of,there|is|considerable|laxness|or
nla.obj-659443181,1904-04-21,hip'” wrestling is at present confined to colored aliens. * * * * Old Harry Trott stood easily first both ,at|present|confined|to|colored,Old|Harry|Trott|stood|easily
nla.obj-659443337,1904-04-28,e laws intended to restrict the inrush of colored aliens failed so badly to restrict. Apparently the subse,restrict|the|inrush|of|colored,failed|so|badly|to|restrict
nla.obj-659443337,1904-04-28,"Postal Department to employ a jiu ,° these yellow aliens in and around Port Darwin, and I believe they are",employ|a|jiu|these|yellow,in|and|around|Port|Darwin
nla.obj-659443359,1904-05-05,"e another language it would convey its meaning to-aliens who had another word for forest, and another word",would|convey|its|meaning|to,who|had|another|word|for
nla.obj-659443359,1904-05-05," second reading of a Bill to shut out undesirable aliens has passed the Commons by a majority of 124, and ",Bill|to|shut|out|undesirable,has|passed|the|Commons|by
nla.obj-659443359,1904-05-05,"e Watson Government, is in prospeot. I he British Aliens Restriction Bill was naturally the subject of muc",in|prospeot|I|he|British,Restriction|Bill|was|naturally|the
nla.obj-659443428,1904-05-12,lion or sixteen million Asiatics or miscellaneous aliens. The people who propose to fill the land with hos,sixteen|million|Asiatics|or|miscellaneous,The|people|who|propose|to
nla.obj-659443428,1904-05-12,"cial grounds. It is easy to make laws restricting aliens to certain localities and certain work, but this ",easy|to|make|laws|restricting,to|certain|localities|and|certain
nla.obj-692248484,1904-05-19,"then the right to grant or refuse a license ; all aliens are refused, and that little trouble is over. Wil",or|refuse|a|license|all,are|refused|and|that|little
nla.obj-690382875,1904-05-26,erate in any form or pretext the intermeddling of aliens. .... Half-past: You are confusing Byron with Byr,or|pretext|the|intermeddling|of,Half|past|You|are|confusing
nla.obj-690382875,1904-05-26,"e drawn on the map, to the north of which colored aliens could come, and south of which they must not tres",the|north|of|which|colored,could|come|and|south|of
nla.obj-659540838,1904-06-09,n are rarely or never hanged—only black and brown aliens. Recently transpired that nor’-west squatter Ande,hanged|only|black|and|brown,Recently|transpired|that|nor|west
nla.obj-690390587,1904-06-16, Burns has suggested in the House of Commons that Aliens Exclusion legislation might be best applied in th,the|House|of|Commons|that,Exclusion|legislation|might|be|best
nla.obj-646099890,1905-03-23,pe Grenville are little Gehennas when the colored aliens are around in boats. “Quid”: The notion that snak,little|Gehennas|when|the|colored,are|around|in|boats|Quid
nla.obj-646099913,1905-03-30,"lacks ; Thomas Petrie has lived it. They write as aliens, with the blunted faculties of adults, however ai",lived|it|They|write|as,with|the|blunted|faculties|of
nla.obj-672637763,1905-04-06,"hands. Say their fathers work for little, But the aliens work for less, And the aliens love their country,",work|for|little|But|the,work|for|less|And|the
nla.obj-672637763,1905-04-06,"for little, But the aliens work for less, And the aliens love their country, And their laws the aliens ble",work|for|less|And|the,love|their|country|And|their
nla.obj-672637763,1905-04-06,"the aliens love their country, And their laws the aliens bless. Then, good sirs, the lesson finished— On i",country|And|their|laws|the,bless|Then|good|sirs|the
nla.obj-646099968,1905-04-20,"et- ing in support of a Bill for the exclusion of aliens : Although, as a clergyman, I am not affected by ",Bill|for|the|exclusion|of,Although|as|a|clergyman|I
nla.obj-646100014,1905-05-11,ing : Don’t care to discuss the free admission of aliens to Australia as even a possibility. That isn’t a ,discuss|the|free|admission|of,to|Australia|as|even|a
nla.obj-646100038,1905-05-18,ear land of the Southern Cross ruled by Christian aliens than by heathen white men. That is doubtless the ,Southern|Cross|ruled|by|Christian,than|by|heathen|white|men
nla.obj-646586692,1905-06-22,BRITAIN'S CLOSING DOOR. The second reading of the Aliens Exclusion Bill has passed the House of Commons. S,The|second|reading|of|the,Exclusion|Bill|has|passed|the
nla.obj-646586692,1905-06-22,e political party which was so anxious to exclude aliens from this country were so anxious to dump Chinese,was|so|anxious|to|exclude,from|this|country|were|so
nla.obj-646595877,1905-06-29,Mac- quarie and Bell River flats are let to these aliens One squatter is “on the halves” with his Chows. X,flats|are|let|to|these,One|squatter|is|on|the
nla.obj-690515374,1905-07-06,"now much of the United Kingdom. For instance, its aliens are not mostly, as he says, “the artisan who come",United|Kingdom|For|instance|its,are|not|mostly|as|he
nla.obj-690515374,1905-07-06,"s of 1901 there were in England and Wales 247,758 aliens, of whom 49,133 were Germans. The German resident",England|and|Wales|247|758,of|whom|49|133|were
nla.obj-690515374,1905-07-06,ound for Protectionist countries. Nearly half the aliens who come to Britain nowadays are from the Russian,Protectionist|countries|Nearly|half|the,who|come|to|Britain|nowadays
nla.obj-690515374,1905-07-06,fu’ sin That savages wi’ murky skin— (A’ kinds o’ aliens)— Should be allowed to grow akin Tae white Austra,murky|skin|A|kinds|o,Should|be|allowed|to|grow
nla.obj-690528796,1905-07-13," so long as he is not a party to the exclusion of aliens f rom the Commonwealth."" Apparently this “ public",party|to|the|exclusion|of,f|rom|the|Commonwealth|Apparently
nla.obj-690531946,1905-07-20,"etter to The Bulletin —the Freetrade lie that the aliens in England are mostly Germans, who have fled ther",the|Freetrade|lie|that|the,in|England|are|mostly|Germans
nla.obj-690531946,1905-07-20,thorities say that the leasing of land to colored aliens by mean whites (to the detriment of white workers,leasing|of|land|to|colored,by|mean|whites|to|the
nla.obj-690531946,1905-07-20, the House of Commons. It provides (shame !) that aliens—white aliens too —shall land only at such ports a,Commons|It|provides|shame|that,white|aliens|too|shall|land
nla.obj-690531946,1905-07-20, Commons. It provides (shame !) that aliens—white aliens too —shall land only at such ports as shall be pr,provides|shame|that|aliens|white,too|shall|land|only|at
nla.obj-690531946,1905-07-20,"nd gives power to the Secretary of State to expel aliens once admitted, on their conviotion for crime or i",Secretary|of|State|to|expel,once|admitted|on|their|conviotion
nla.obj-690543465,1905-07-27,"that it never, under any circumstances, shuts out aliens, no matter how diseased, ignorant, dirty, crimina",under|any|circumstances|shuts|out,no|matter|how|diseased|ignorant
nla.obj-690543465,1905-07-27,", racy of the soil, he objected to those imported aliens, anyhow. But now he is dead to this world. Never ",he|objected|to|those|imported,anyhow|But|now|he|is
nla.obj-659732689,1905-08-10,"ection, why did he tell that glaring lie that the aliens in England were mostly Germans fleeing to a Freet",that|glaring|lie|that|the,in|England|were|mostly|Germans
nla.obj-659732689,1905-08-10,cial mind. ... It has been suggested that colored aliens should he per- mitted m tropical parts of the Com,has|been|suggested|that|colored,should|he|per|mitted|m
nla.obj-659732689,1905-08-10, ourselves—we whites would have to dominate these aliens or be squeezed out bv them. Yet even to-day we ar,would|have|to|dominate|these,or|be|squeezed|out|bv
nla.obj-659732689,1905-08-10,"ur vast continent. Already we have heard of these aliens becoming masters, and whites their servants. Then",we|have|heard|of|these,becoming|masters|and|whites|their
nla.obj-659732689,1905-08-10,ism ; the latter to increase in bitterness as the aliens became more numerous and consequently more powerf,increase|in|bitterness|as|the,became|more|numerous|and|consequently
nla.obj-659732689,1905-08-10,the subject down to the com- mercial basis. These aliens are Useless to us. They are not consumers worthy ,the|com|mercial|basis|These,are|Useless|to|us|They
nla.obj-659732703,1905-08-17,"H. Reid was Premier of N.S. Wales, that the first Aliens Immigration Act on the lines of the present Feder",S|Wales|that|the|first,Immigration|Act|on|the|lines
nla.obj-659732703,1905-08-17,"is complete and annoy- ing. Japan may not have an Aliens Restriction Act, but it yet manages to make forei",Japan|may|not|have|an,Restriction|Act|but|it|yet
nla.obj-690547215,1905-08-24,ly nothing in it...... Diver : A statement by the Aliens on a matter of politics doesn't convince us a bit,Diver|A|statement|by|the,on|a|matter|of|politics
nla.obj-690547215,1905-08-24,hed showing the growing increase in the number of aliens qualifying as British pilots. In 1888 they were 3,increase|in|the|number|of,qualifying|as|British|pilots|In
