date,debate,speaker,speaker_id,house,parliament,context,speech_url
1948-12-02,IMMIGRATION BILL 1948,Mr HARRISON,KNX,hofreps,18," applications .by intending **immigrants** for admission to Australia, and for the cancellation of such",https://historichansard.net/hofreps/1948/19481202_reps_18_200/#debate-28-s1
1909-10-14,NORTHERN TERRITORY ACCEPTANCE BILL: Second Reading,Mr CROUCH,K7U,hofreps,3," parts of Australia, because of the inability of the States to meet his desire to supply **immigrants** with",https://historichansard.net/hofreps/1909/19091014_reps_3_52/#subdebate-3-0-s0
1920-09-30,QUESTION: IMMIGRATION,Senator DE LARGIE,JU7,senate,8,To what extent are assisted passages provided for **immigrants** coming from the United Kingdom to the,https://historichansard.net/senate/1920/19200930_senate_8_93/#subdebate-4-0-s0
1921-05-06,QUESTION: IMMIGRATION,Senator RUSSELL,K3E,senate,8,. assisted **immigrants** coming from the United Kingdom are medically examined before setting out for,https://historichansard.net/senate/1921/19210506_senate_8_95/#subdebate-3-0-s1
1921-05-06,QUESTION: IMMIGRATION,Senator VARDON,K9P,senate,8,"In view of the fact that large numbers of **immigrants** are. arriving here, what measures, if any, are",https://historichansard.net/senate/1921/19210506_senate_8_95/#subdebate-3-0-s0
1921-05-13,QUESTION: TARIFF,Mr HILL,KHG,hofreps,8," growing millet and rice straw, affording ample employment for our returned soldiers and the **immigrants**",https://historichansard.net/hofreps/1921/19210513_reps_8_95/#subdebate-14-0-s41
1977-09-20,QUESTION: CHINESE IMMIGRANTS,Senator GUILFOYLE,C7D,senate,30, prohibited **immigrants**. They had entered Australia as visitors and remained illegally beyond the period of,https://historichansard.net/senate/1977/19770920_senate_30_s74/#subdebate-21-0-s1
1921-06-02,QUESTION: BURNETT LAND SETTLEMENT SCHEME,Sir JOSEPH COOK,F4S,hofreps,8, the ability of Queensland to absorb any considerable number of **immigrants**  depended upon the,https://historichansard.net/hofreps/1921/19210602_reps_8_95/#subdebate-8-0-s1
1937-06-28,ANSWERS TO QUESTIONS: Migration,Mr Paterson,KXT,hofreps,14,How many **immigrants** have been admitted into Australia since the 1st January last?. ,https://historichansard.net/hofreps/1937/19370628_reps_14_153/#subdebate-19-0-s0
1944-02-16,UNEMPLOYMENT AND SICKNESS BENEFITS BILL 1944: Second Reading,Senator McLEAY,KUA,senate,17, be required ? Probably we shall continue to receive large numbers offoreign **immigrants** in this,https://historichansard.net/senate/1944/19440216_senate_17_177/#subdebate-21-0-s0
1936-12-02,CUSTOMS TARIFF (No. 2) 1936: Second Reading,Senator A J McLACHLAN,KTR,senate,14," by the economic crisis, but also create opportunities for **immigrants** to accelerate that increase of",https://historichansard.net/senate/1936/19361202_senate_14_152/#subdebate-25-0-s0
1920-07-15,"CENSURE MOTION: Kerby (Nationalist) . . 10,317",Dr MALONEY,KLM,hofreps,8," **immigrants**. There is one form of immigration, however, that does not appeal to me. My friend,  Mr",https://historichansard.net/hofreps/1920/19200715_reps_8_92/#subdebate-1-0-s5
1920-04-30,ALIENS REGISTRATION BILL: Second Reading,Senator FAIRBAIRN,JYR,senate,8, German citizens. Germany used to send out so-called **immigrants** who were really emissaries of the,https://historichansard.net/senate/1920/19200430_senate_8_91/#subdebate-7-0-s1
1920-04-30,ALIENS REGISTRATION BILL: Second Reading,Senator EARLE,JYF,senate,8," undesirable **immigrants**. If the Government desire immigration, I think they will be well advised if",https://historichansard.net/senate/1920/19200430_senate_8_91/#subdebate-7-0-s0
1934-12-12,FLOUR TAX ASSESSMENT BILL (No. 2) 1934: Second Reading,Mr ARCHIE CAMERON,JTY,hofreps,14, **immigrants** to those countries; but it is nevertheless true. The people who went to America from southern,https://historichansard.net/hofreps/1934/19341212_reps_14_145/#subdebate-28-0-s2
1919-08-22,IMMIGRATION BILL,Mr GLYNN,KCO,hofreps,7,All persons coming out as assisted **immigrants** are examined to test their fitness. Under the,https://historichansard.net/hofreps/1919/19190822_reps_7_89/#debate-16-s3
1918-10-31,ELECTORAL BILL: Second Reading,Mr GREGORY,KFE,hofreps,7," name on the roll. To further facilitate enrolment, young persons about to come of age and **immigrants**",https://historichansard.net/hofreps/1918/19181031_reps_7_86/#subdebate-58-0-s5
1907-08-28,BOUNTIES BILL: Second Reading,Senator DOBSON,JVC,senate,3," think of inducing **immigrants** to come to Australia, the whole of the Labour Party is against it. He",https://historichansard.net/senate/1907/19070828_senate_3_38/#subdebate-8-0-s2
1943-04-01,ADJOURNMENT,Mr BLACKBURN,JPN,hofreps,16," in South Australia as prohibited **immigrants**, awaiting deportation to Norway. For some reason or other",https://historichansard.net/hofreps/1943/19430401_reps_16_174/#debate-20-s2
1906-09-26,QUESTION: ESTIMATES,Mr KELLY,KEA,hofreps,2," seems to think that **immigrants** must be mollycoddled, and that we should determine beforehand exactly",https://historichansard.net/hofreps/1906/19060926_reps_2_35/#subdebate-12-0-s51
1919-08-27,QUESTION: POINTCOOK AVIATION SCHOOL,Mr BRENNAN,JSC,hofreps,7,"The persons who have been deported, and who, therefore, become prohibited **immigrants** under this",https://historichansard.net/hofreps/1919/19190827_reps_7_89/#subdebate-38-0-s18
1906-09-26,QUESTION: ESTIMATES,Mr LIDDELL,L1H,hofreps,2," **immigrants** of the same blood as our fathers - of the race which has made Australia, Canada, and New",https://historichansard.net/hofreps/1906/19060926_reps_2_35/#subdebate-12-0-s44
1919-08-27,QUESTION: POINTCOOK AVIATION SCHOOL,Mr CONSIDINE,K4F,hofreps,7, proposed to treat them as prohibited **immigrants**. ,https://historichansard.net/hofreps/1919/19190827_reps_7_89/#subdebate-38-0-s11
1906-09-26,QUESTION: ESTIMATES,Mr POYNTON,KYD,hofreps,2,. It would be criminal on our part to induce **immigrants** to come here and compete with our city workers,https://historichansard.net/hofreps/1906/19060926_reps_2_35/#subdebate-12-0-s39
1919-08-27,QUESTION: POINTCOOK AVIATION SCHOOL,Mr BRENNAN,JSC,hofreps,7," for the purpose of admitting or rejecting **immigrants**, according as their (political views may be",https://historichansard.net/hofreps/1919/19190827_reps_7_89/#subdebate-38-0-s1
1907-08-13,QUESTION: MINERS AND NAVVIES FOR NEW SOUTH WALES,Mr WATKINS,KX9,hofreps,3," objection to **immigrants** sharing our good things, we say that we should put our house in order",https://historichansard.net/hofreps/1907/19070813_reps_3_37/#subdebate-16-0-s3
1977-08-24,ADJOURNMENT: National Sewerage Program- Geelong Animal Health Laboratory,Senator McLAREN,KTZ,senate,30,"**Immigrants**, legal and illegal, enter Australia unannounced. Foreign fishermen spend nights on our",https://historichansard.net/senate/1977/19770824_senate_30_s74/#subdebate-42-0-s2
1977-08-23,QUESTION: IMMIGRATION POLICIES AND AUSTRALIA'S POPULATION,Senator SIBRAA,EJ4,senate,30, **immigrants** maintaining a separate identity in a cultural sense. In doing so he referred to the German,https://historichansard.net/senate/1977/19770823_senate_30_s74/#subdebate-39-0-s0
1935-11-13,MEAT EXPORT CONTROL BILL 1935: Second Reading,Mr CURTIN,009FQ,hofreps,14,"If the dominions are to receive **immigrants**, they must be in a position to receive them. They must",https://historichansard.net/hofreps/1935/19351113_reps_14_148/#subdebate-20-0-s0
1916-12-14,QUESTION: MANIFESTO TO AUSTRALIAN SOLDIERS,Senator NEWLANDS,JXV,senate,6, number of Maltese on board; that  Mr. Hughes  had said that there were over 200 Maltese **immigrants** on,https://historichansard.net/senate/1916/19161214_SENATE_6_80/#subdebate-13-0-s12
1923-06-14,GOVERNOR-GENERAL'S SPEECH : ADDRESS-IN-REPLY: Motionof No-Confidence,Mr FENTON,KEV,hofreps,9," against immigration."" It is not, nor is the British Labour party, from whose ranks **immigrants** will",https://historichansard.net/hofreps/1923/19230614_reps_9_103/#subdebate-25-0-s4
1923-06-14,QUESTION: PREVALENCE OF CRIME,Mr COLEMAN,JZK,hofreps,9, examination and selection of assisted **immigrants**? ,https://historichansard.net/hofreps/1923/19230614_reps_9_103/#subdebate-21-0-s0
1908-09-18,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRESS-IN-REPLY,Mr FOWLER,JWG,hofreps,3," attractions of Australia to **immigrants**, especially those who are prepared to go upon the land. I have",https://historichansard.net/hofreps/1908/19080918_reps_3_47/#subdebate-8-0-s2
1923-03-14,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRE SS-IN-REPLY,Senator GARDINER,KKZ,senate,9,I am sure that every honorable senator is pleased to see that an increasing stream of **immigrants** is,https://historichansard.net/senate/1923/19230314_senate_9_102/#subdebate-11-0-s1
1920-11-22,IMMIGRATION BILL: Second Reading,Mr McWILLIAMS,JUV,hofreps,8, question of immigration. Australia is in dire need of **immigrants**. ,https://historichansard.net/hofreps/1920/19201122_reps_8_94/#subdebate-21-0-s4
1921-06-30,TARIFF: Item 359-,Mr FLEMING,KFC,hofreps,8," on the constant influx of ignorant **immigrants** te carry, on with. I am not saying this in derogation",https://historichansard.net/hofreps/1921/19210630_reps_8_96/#subdebate-17-1-s27
1908-09-17,QUESTION: GOVERNOR-GENERAL'S SPEECH : ADDRESS-IN-REPLY,Senator STEWART,K7D,senate,3, not help lis by means of a Tariff to create industries which would provide employment for **immigrants**. ,https://historichansard.net/senate/1908/19080917_senate_3_47/#subdebate-14-0-s3
1923-03-08,QUESTION: GOVERNOR-GENERAL'S SPEECH : ADDRESS-IN-REPLY,Mr C RILEY,KYX,hofreps,9, we provide for a continual stream of **immigrants** to our shores a broad and comprehensive policy,https://historichansard.net/hofreps/1923/19230308_reps_9_102/#subdebate-0-0-s9
1920-10-29,NATIONALITY BILL,Mr CONSIDINE,K4F,hofreps,8, regard to immigration which gave the party in office power to hand-pick the **immigrants**. The,https://historichansard.net/hofreps/1920/19201029_reps_8_94/#debate-20-s16
1920-10-29,NATIONALITY BILL,Mr McGRATH,KRD,hofreps,8," Government are crying out for **immigrants**, they propose to take away from those who have already arrived in",https://historichansard.net/hofreps/1920/19201029_reps_8_94/#debate-20-s15
1922-10-11,IMMIGRATION LOAN BILL: Second Reading,Mr RILEY,KYV,hofreps,8," then, find **immigrants** coming here of their own free will; and such **immigrants** are the best. ",https://historichansard.net/hofreps/1922/19221011_reps_8_101/#subdebate-39-0-s5
1922-10-11,IMMIGRATION LOAN BILL: Second Reading,Dr EARLE PAGE,C7E,hofreps,8," this scheme, because I think that some training is necessary. If **immigrants** were found employment on",https://historichansard.net/hofreps/1922/19221011_reps_8_101/#subdebate-39-0-s3
1922-10-11,IMMIGRATION LOAN BILL: Second Reading,Mr MATHEWS,KNH,hofreps,8, settlement of **immigrants**. To meet the. opposition that might reasonably be expected from those already here,https://historichansard.net/hofreps/1922/19221011_reps_8_101/#subdebate-39-0-s2
1922-10-11,IMMIGRATION LOAN BILL: Second Reading,Mr CHARLTON,JXA,hofreps,8," with debt in order to bring **immigrants** to Australia. If, by our legislation, we make Australia",https://historichansard.net/hofreps/1922/19221011_reps_8_101/#subdebate-39-0-s1
1923-06-29,"SUPPLY BILL (No. 1), 1923-24: Third Reading",Senator GARDINER,KKZ,senate,9," **immigrants** and Queensland, which took only 1½ per cent., and showed that, notwithstanding that Western",https://historichansard.net/senate/1923/19230629_senate_9_103/#subdebate-7-0-s0
1908-10-15,SUPPLY BILL (No. 2),Senator GRAY,KMT,senate,3,I do not know whether that fact is likely to attract **immigrants**. The advertisement continues - ,https://historichansard.net/senate/1908/19081015_senate_3_47/#debate-9-s14
1922-10-12,IMMIGRATION LOAN BILL: Second Reading,Senator SENIOR,K5R,senate,8, in the scheme to the extent of providing one-third of the passage-money of prospective **immigrants**,https://historichansard.net/senate/1922/19221012_senate_8_101/#subdebate-12-0-s10
1922-10-12,IMMIGRATION LOAN BILL: Second Reading,Senator PAYNE,K09,senate,8, immigration by defraying part of the passage-money of **immigrants**. There is great need in Australia for a,https://historichansard.net/senate/1922/19221012_senate_8_101/#subdebate-12-0-s9
1908-10-29,BUDGET: In Committee of Supply:,Mr MATHEWS,KNH,hofreps,3," object to **immigrants** for the country, while they are quite willing to admit them to the cities to",https://historichansard.net/hofreps/1908/19081029_reps_3_48/#subdebate-24-0-s0
1908-10-29,CONTRACT IMMIGRANTS ACT AMENDMENT,Mr WILKS,L17,hofreps,3," years ago, in drawing attention to"" the need for an amendment of the Contract **Immigrants** Act. The",https://historichansard.net/hofreps/1908/19081029_reps_3_48/#debate-20-s2
1908-10-27,BUDGET: In Committee of Supply:,Mr JOHNSON,K99,hofreps,3," House of Commons, as to the undesirability of sending any more **immigrants** to Australia. I do not know",https://historichansard.net/hofreps/1908/19081027_reps_3_47/#subdebate-9-0-s5
1923-07-04,QUESTION: IMMIGRATION,Mr CHARLTON,JXA,hofreps,9, numbers of **immigrants** who apply at Australia House for selection are sent to these agents to have their,https://historichansard.net/hofreps/1923/19230704_reps_9_103/#subdebate-15-0-s0
1908-10-23,BUDGET: In Committee of Supply:,Mr FRAZER,JX9,hofreps,3, in spite of the Contract **Immigrants** Act a number of foreigners are being imported to Western,https://historichansard.net/hofreps/1908/19081023_reps_3_47/#subdebate-3-0-s3
1908-10-22,QUESTION: CONTRACT IMMIGRANTS ACT AMENDMENT,Mr SPEAKER,10000,hofreps,3,That the Contract **Immigrants** Act should be amended so as to prevent the employment of coloured or,https://historichansard.net/hofreps/1908/19081022_reps_3_47/#subdebate-9-0-s3
1977-04-19,IMMIGRATION POLICIES AND AUSTRALIA'S POPULATION: Paper and Ministerial Statement,Mr DEPUTY SPEAKER (Mr Lucock,KIH,hofreps,30," with proper training schemes for our present Australian population, I believe that **immigrants** with",https://historichansard.net/hofreps/1977/19770419_reps_30_hor104/#subdebate-35-0-s4
1918-11-19,I-,Mr LIVINGSTON,KI9,hofreps,7," slightest difficulty in obtaining **immigrants**, and the great changes that will occur when the boys come",https://historichansard.net/hofreps/1918/19181119_reps_7_86/#debate-42-s15
1924-06-26,SUPPLY BILL (No. 1) 1924-25: Second Reading,Senator FINDLEY,JYX,senate,9, cleaning up of the immigration policy. We will not  close the door against suitable **immigrants**; on the,https://historichansard.net/senate/1924/19240626_senate_9_107/#subdebate-6-1-s13
1924-06-26,QUESTION: FORMAL MOTION BOR. ADJOURNMENT),Mr O'KEEFE,JZ9,hofreps,9," Premier of Tasmania, who said, "" If the community was prepared to bring **immigrants** here they should be",https://historichansard.net/hofreps/1924/19240626_reps_9_107/#subdebate-8-0-s8
1932-05-20,IMMIGRATION BILL: Second Reading,Mr WHITE,KZR,hofreps,13," **immigrants** of this type to return to Australia, I shall quote all the questions which I asked him on the",https://historichansard.net/hofreps/1932/19320520_reps_13_134/#subdebate-42-0-s0
1919-10-01,QUESTION: TREATY OF PEACE,Senator MULCAHY,KVD,senate,7," am strongly opposed to the principles embodied in our Contract **Immigrants*** Act, which is the only",https://historichansard.net/senate/1919/19191001_senate_7_89/#subdebate-13-0-s8
1924-06-19,NORTHERN TERRITORY CROWN LANDS BILL,Mr CUNNINGHAM,K88,hofreps,9," bringing **immigrants** to. it, can any reasonable objection be offered to the land being cut into living",https://historichansard.net/hofreps/1924/19240619_reps_9_107/#debate-22-s7
1920-03-11,QUESTION: LEAD URGENTLY NEEDED,Mr NICHOLLS,K4W,hofreps,8, population should be secured in employment before we start to fill Australia with **immigrants** from,https://historichansard.net/hofreps/1920/19200311_reps_8_91/#subdebate-2-0-s2
1934-12-06,FAMILY ALLOWANCES,Mr BARNARD,JNX,hofreps,14," Government once said that "" Australian babies are our best **immigrants** "". In normal times, the bread",https://historichansard.net/hofreps/1934/19341206_reps_14_145/#debate-25-s3
1925-06-11,QUESTION: ADDRESS-IN-REPLY,Mr PROWSE,KYI,hofreps,9," the cost of bringing **immigrants** to Australia and settling them here; because, from the time that an",https://historichansard.net/hofreps/1925/19250611_reps_9_110/#subdebate-39-0-s12
1925-06-11,QUESTION: ADDRESS-IN-REPLY,Mr MANN,KMQ,hofreps,9," am dealing chiefly with, rural settlement. The state which absorbs a large number of **immigrants** has",https://historichansard.net/hofreps/1925/19250611_reps_9_110/#subdebate-39-0-s6
1925-06-26,SUPPLY BILL (No. 1): Second Reading,Senator FINDLEY,JYX,senate,9, that the people concerned have some ulterior motive in bringing these **immigrants** to Australia. I am,https://historichansard.net/senate/1925/19250626_senate_9_110/#subdebate-6-0-s21
1925-06-26,QUESTION: HEALTH OF IMMIGRANTS,Mr BRENNAN,JSC,hofreps,9,"What precautions, if any, are. taken at the port of embarkation to notify intending **immigrants**",https://historichansard.net/hofreps/1925/19250626_reps_9_110/#subdebate-6-0-s0
1925-06-25,SUPPLY BILL (No. 1) 1925-26,Senator FINDLEY,JYX,senate,9, groups of **immigrants** were arranged for. Since the advent of the Labour government the Agent-General has,https://historichansard.net/senate/1925/19250625_senate_9_110/#debate-20-s1
1925-06-25,QUESTION: EMPLOYEES OF THE COMMONWEALTH GOVERNMENT,Senator PEARCE,K0F,senate,9,"  (Mr. Bruce)  to the effect that by an arrangement with Italy, only 100 **immigrants** a month were sent",https://historichansard.net/senate/1925/19250625_senate_9_110/#subdebate-18-0-s3
1918-05-02,PAPER: Compulsory Deportation of Italians,Mr BRENNAN,JSC,hofreps,7," upon the application of well-known principles of international law, in regard to approved **immigrants**",https://historichansard.net/hofreps/1918/19180502_reps_7_84/#subdebate-11-0-s1
1977-11-09,QUESTION: REFUGEES,Senator ARCHER,IE4,senate,30," Immigration and Ethnic Affairs. In view of the numbers of refugee **immigrants** coming into Australia, can",https://historichansard.net/senate/1977/19771109_senate_30_s75/#subdebate-20-0-s0
1978-11-16,ANSWERS TO QUESTIONS UPON NOTICE: Immigration: Temporary Entrants to Australia (Question No. 2285),Mr MacKellar,0I4,hofreps,31, of prohibited **immigrants** (including people who entered Australia illegally) deponed during the years,https://historichansard.net/hofreps/1978/19781116_reps_31_hor112/#subdebate-42-0-s1
1908-04-02,QUESTION: ESTIMATES,Mr KING O'MALLEY,K5D,hofreps,3, sum of money that we waste on militarism would fill the Northern Territory with **immigrants**. It,https://historichansard.net/hofreps/1908/19080402_reps_3_45/#subdebate-21-0-s16
1909-08-26,LEGITIMATION OF CHILDREN BILL,Mr GROOM,KFK,hofreps,3,"It is new to me. Under the Contract **Immigrants** Act, which has been in operation for some time, we",https://historichansard.net/hofreps/1909/19090826_reps_3_51/#debate-7-s10
1909-07-22,QUESTION: IMMIGRATION RESTRICTION ACT,Senator W RUSSELL,K3G,senate,3,Will the Minister have prepared a return showing what munber of intending **immigrants** have been,https://historichansard.net/senate/1909/19090722_senate_3_50/#subdebate-9-0-s0
1909-07-22,INVALID AND OLD-AGE PENSIONS BILL,Mr J H CATTS,JWO,hofreps,3," utilized in bringing out **immigrants** to compete with our alreadyovercrowded labour market, although the",https://historichansard.net/hofreps/1909/19090722_reps_3_50/#debate-17-s13
1918-05-30,QUEENSLAND STATE BUTCHERY (RETAIL DEPARTMENT): Price List,Mr FINLAYSON,KEX,hofreps,7," regard to the necessity for importing **immigrants** in order to utilize our waste spaces, and all",https://historichansard.net/hofreps/1918/19180530_reps_7_85/#subdebate-36-1-s2
1978-11-15,ANSWERS TO QUESTIONS UPON NOTICE: Deportation (Question No. 2520),Mr Malcolm Fraser,QS4,hofreps,31, **immigrants** to this country who have become naturalised Australian citizens. The following is in,https://historichansard.net/hofreps/1978/19781115_reps_31_hor112/#subdebate-49-34-s2
1978-11-15,ANSWERS TO QUESTIONS UPON NOTICE: Deportation (Question No. 2520),Mr MacKellar,0I4,hofreps,31, Immigration and Ethnic Affairs to order the deportation of 'aliens' and '**immigrants**' provided certain,https://historichansard.net/hofreps/1978/19781115_reps_31_hor112/#subdebate-49-34-s1
1909-08-06,INVALID AND OLD-AGE PENSIONS BILL,Senator PULSFORD,K1U,senate,3," they would, and we could not interfere, but certain principles might be laid down. If **immigrants** were",https://historichansard.net/senate/1909/19090806_senate_3_50/#debate-5-s25
1909-08-06,INVALID AND OLD-AGE PENSIONS BILL,Senator DE LARGIE,JU7,senate,3, greater influx of undesirable **immigrants** than we have had in the past. For the reasons I have given I,https://historichansard.net/senate/1909/19090806_senate_3_50/#debate-5-s5
1913-11-20,NORFOLK ISLAND BILL,Mr HIGGS,KHE,hofreps,5,"-populated by the. **immigrants** brought out to reduce wages and raise rents, the municipality repealed",https://historichansard.net/hofreps/1913/19131120_reps_5_72/#debate-20-s0
1913-12-11,TASMANIA GRANT BILL: Second Reading,Mr FISHER,F4N,hofreps,5," of population, and at the same time invite **immigrants** from oversea.   i ",https://historichansard.net/hofreps/1913/19131211_reps_5_72/#subdebate-7-0-s1
1913-11-27,SUPPLY BILL (No. 5),Senator STEWART,K7D,senate,5," people who already live in Australia, or the **immigrants** who are brought here under the impression that",https://historichansard.net/senate/1913/19131127_senate_5_72/#debate-21-s23
1919-08-28,IMMIGRATION BILL,Sir ROBERT BEST,JPC,hofreps,7," **immigrants**, then we have power to say that such persons, within a certain period from the date of",https://historichansard.net/hofreps/1919/19190828_reps_7_89/#debate-36-s17
1920-08-04,SUPPLY BILL (No. 2) 1920-1921,Senator E D MILLEN,KUL,senate,8," soldiers as they take with regard to **immigrants**, and undertake the duty of explaining to returned",https://historichansard.net/senate/1920/19200804_senate_8_92/#debate-7-s6
1908-04-08,APPROPRIATION BILL 1907-8,Senator DE LARGIE,JU7,senate,3, possible by any other method to secure that close scrutiny of **immigrants** which is an absolute necessity. ,https://historichansard.net/senate/1908/19080408_senate_3_45/#debate-12-s21
1910-09-01,IMMIGRATION RESTRICTION BILL: Second Reading,Senator ST LEDGER,K78,senate,4,"No matter what act a person might take, he would be concerned in bringing **immigrants** secretly to",https://historichansard.net/senate/1910/19100901_SENATE_4_56/#subdebate-5-0-s7
1908-03-12,QUESTION: ESTIMATES,Mr HENRY WILLIS,L1D,hofreps,3, suitable **immigrants**. We should be able to obtain men like those who have built up Australia and made her,https://historichansard.net/hofreps/1908/19080312_reps_3_44/#subdebate-22-0-s13
1914-05-13,QUESTION: ADDRESS-IN-REPLY,Senator LYNCH,KRZ,senate,5," steady supply of sturdy **immigrants** ? Nothing in this direction was done last session, and nothing is",https://historichansard.net/senate/1914/19140513_SENATE_5_73/#subdebate-12-0-s0
1909-08-06,INVALID AND OLD-AGE PENSIONS BILL,Senator CHATAWAY,K6L,senate,3,The idea of the education test is that **immigrants** shall be decently and well educated in our,https://historichansard.net/senate/1909/19090806_senate_3_50/#debate-5-s24
1968-10-24,QUESTION: PROPOSED EXPENDITURE 1968-69,Senator CANT,K3W,senate,26," **immigrants** from the United Kingdom, but nevertheless when there is an increase of $5. 5m in this",https://historichansard.net/senate/1968/19681024_senate_26_s39/#subdebate-36-0-s71
1909-07-16,MOTION OF WANT OF CONFIDENCE,Mr ROBERTS,KZG,hofreps,3, member for East Sydney deprecated the present method of decoying **immigrants** to Australia. He himself,https://historichansard.net/hofreps/1909/19090716_reps_3_50/#debate-2-s0
1910-11-03,CONSTITUTION ALTERATION (MONOPOLIES) BILL,Mr SAMPSON,L0P,hofreps,4," obtained from that source, to encourage a proper class of **immigrants** to come to Australia, and to be",https://historichansard.net/hofreps/1910/19101103_reps_4_59/#debate-4-s9
1909-11-10,CONSTITUTION ALTERATION (FINANCE) BILL,Mr MATHEWS,KNH,hofreps,3, the greater inducements they are able to offer to **immigrants** ; and those larger States might devote,https://historichansard.net/hofreps/1909/19091110_reps_3_53/#debate-1-s27
1969-02-25,QUARANTINE BILL 1968: Second Reading,Dr PATTERSON,KXV,hofreps,26," shipwrecked, and of illegal **immigrants** coming into the north. One wonders how many people have come into",https://historichansard.net/hofreps/1969/19690225_reps_26_hor62/#subdebate-33-0-s0
1909-10-20,QUESTION: LAND IN VICTORIA,Senator FINDLEY,JYX,senate,3,What was the use of talking irrigation when they had no land to give **immigrants**? At present they,https://historichansard.net/senate/1909/19091020_senate_3_52/#subdebate-1-0-s0
1909-11-17,MAKINE INSURANCE BILL,Senator PEARCE,K0F,senate,3," country from which they came, since the commencement of the Contract **Immigrants** Act I do not think that",https://historichansard.net/senate/1909/19091117_senate_3_53/#debate-1-s6
1909-11-17,MAKINE INSURANCE BILL,Senator MILLEN,KUL,senate,3, purpose of drawing attention to a lax administration of the Contract **Immigrants** Act; but I listened in,https://historichansard.net/senate/1909/19091117_senate_3_53/#debate-1-s5
1909-11-17,QUESTION: SUPPLY OF LIQUOR TO CADETS,Mr DEAKIN,009MD,hofreps,3,Contract' **Immigrants**. ,https://historichansard.net/hofreps/1909/19091117_reps_3_53/#subdebate-1-0-s1
1973-04-03,QUESTION: CHECKS ON IMMIGRANTS,Senator NEGUS,JXM,senate,28, immigration officials to check to ensure that no **immigrants** are accepted for Australia if they are,https://historichansard.net/senate/1973/19730403_senate_28_s55/#subdebate-29-0-s0
1915-11-10,WAR LOAN BILL (No. 3),Mr FLEMING,KFC,hofreps,6," products, but of a great influx of desirable **immigrants**. Only one trouble can assail us, and that is the",https://historichansard.net/hofreps/1915/19151110_reps_6_79/#debate-37-s1
1915-06-02,"QUESTION: ESTIMATES, 1914-15",Mr RICHARD FOSTER,KFP,hofreps,6," securing such **immigrants** a couple of years ago, the prospects are much less alluring to-day. I think it",https://historichansard.net/hofreps/1915/19150602_reps_6_77/#subdebate-36-0-s8
1910-07-06,QUESTION: GOVERNOR-GENERAL'S SPEECH : ADDRESS-IN-REPLY,Sir JOHN FORREST,KFJ,hofreps,4,In view of the urgent necessity for  encourag-  ' ing an influx of suitable **immigrants** to the,https://historichansard.net/hofreps/1910/19100706_reps_4_55/#subdebate-5-0-s3
1917-03-02,QUESTION: MALTESE IN AUSTRALIA,Dr MALONEY,KLM,hofreps,6," **immigrants**, I wish to ask the right honorable gentleman whether he can inform the House why these",https://historichansard.net/hofreps/1917/19170302_reps_6_81/#subdebate-14-0-s4
1916-12-13,SUPPLY (WORKS AND BUILDINGS) BILL (No. 3) 1916-17,Mr SAMPSON,L0P,hofreps,6," men from other countries, but, although we desire **immigrants**, we do not wish men to come here for a",https://historichansard.net/hofreps/1916/19161213_reps_6_80/#debate-22-s5
1915-06-10,"QUESTION: ESTIMATES, 1914-15",Mr TUDOR,KWL,hofreps,6," suitable **immigrants** into Canada, and I think it would be advisable for the Minister to give",https://historichansard.net/hofreps/1915/19150610_reps_6_77/#subdebate-25-0-s9
1910-09-14,LAND TAX ASSESSMENT BILL: Second Reading,Mr FRANK FOSTER,KFN,hofreps,4, the **immigrants** we desire to see coming here in tens of thousands when we have found land for our own,https://historichansard.net/hofreps/1910/19100914_reps_4_57/#subdebate-9-0-s10
1910-08-31,LAND TAX ASSESSMENT BILL,Sir JOHN FORREST,KFJ,hofreps,4,To provide facilities . . . for a great and ever-increasing stream of suitable **immigrants**. ,https://historichansard.net/hofreps/1910/19100831_reps_4_56/#debate-7-s12
1915-06-23,QUESTION: NORWEGIANS IN WESTERN AUSTRALIA,Mr MAHON,KLB,hofreps,6, effect that these Norwegians are contract **immigrants** as far as their shore work is concerned. I have,https://historichansard.net/hofreps/1915/19150623_reps_6_77/#subdebate-21-0-s1
1910-10-26,LAND TAX ASSESSMENT BILL,Senator GUTHRIE,KNB,senate,4," **immigrants** from England for the purpose of working the land, a third in making roads and bridges, and a",https://historichansard.net/senate/1910/19101026_senate_4_58/#debate-1-s47
1910-10-26,LAND TAX ASSESSMENT BILL,Senator MILLEN,KUL,senate,4, to be spent in bringing out **immigrants**. ,https://historichansard.net/senate/1910/19101026_senate_4_58/#debate-1-s44
1910-10-25,LAND TAX ASSESSMENT BILL,Senator McCOLL,KQ4,senate,4, statement that there is no land available for **immigrants** in this country has been very frequently,https://historichansard.net/senate/1910/19101025_senate_4_58/#debate-7-s0
1910-10-25,ACCEPTANCE BILL (No. 2),Mr GROOM,KFK,hofreps,4," experimental farms in different parts of the Territory, a big stream of **immigrants** who must be assisted by",https://historichansard.net/hofreps/1910/19101025_reps_4_58/#debate-10-s5
