id,date,kwic,before,after
19460328_reps_17_186.xml,1946-03-28,ht to retain British citizenship upon marriage to aliens. Their right to British nationality because of th,British|citizenship|upon|marriage|to,Their|right|to|British|nationality
19791023_senate_31_s83.xml,1979-10-23, provisions. Both sections 13 and 14 refer not to aliens being deported but rather to immigrants being abl,and|14|refer|not|to,being|deported|but|rather|to
19791023_senate_31_s83.xml,1979-10-23,s immigrants rather than by virtue of their being aliens. As a matter of law the situation seems to be tha,by|virtue|of|their|being,As|a|matter|of|law
19080312_reps_3_44.xml,1908-03-12,"ed into the Commonwealth, and that a few coloured aliens are also gaining admission.  .1  am, therefore, l",and|that|a|few|coloured,are|also|gaining|admission|1
19541019_senate_21_s4.xml,1954-10-19, All migrants receiving Government assistance and aliens travelling at their own expense are required to h,migrants|receiving|Government|assistance|and,travelling|at|their|own|expense
19400806_reps_15_164.xml,1940-08-06," are much nearer to the countries that gave these aliens birth, and from which their ultimate repatriation",the|countries|that|gave|these,birth|and|from|which|their
19260318_senate_10_112.xml,1926-03-18, for authority to introduce such a large batch of aliens would not be entertained unless it could be clear,such|a|large|batch|of,would|not|be|entertained|unless
19651026_reps_25_hor48.xml,1965-10-26,"w that America has more than 3,250,000 registered aliens. With the concurrence of honorable members, I sha",than|3|250|000|registered,With|the|concurrence|of|honorable
19651026_reps_25_hor48.xml,1965-10-26, following table showing the number of registered aliens and the number of persons granted naturalisation ,showing|the|number|of|registered,and|the|number|of|persons
19651026_reps_25_hor48.xml,1965-10-26,nly to show that the problem of naturalisation of aliens in Australia is not of a magnitude that compares ,the|problem|of|naturalisation|of,in|Australia|is|not|of
19370629_reps_14_153.xml,1937-06-29, Government supplied him with a list of only five aliens-- ,a|list|of|only|five,nt|supplied|him|with|a
19370629_reps_14_153.xml,1937-06-29, Government supplied him with a list of only five aliens who were found to be on the dole shortly after th,a|list|of|only|five,who|were|found|to|be
19370629_reps_14_153.xml,1937-06-29,", and add",and|add,and|add
19370629_reps_14_153.xml,1937-06-29,Aliens in Australia. ,Aliens|in|Australia,Aliens|in|Australia
19370629_reps_14_153.xml,1937-06-29,"otify any change of address within one month, but aliens, not having the franchise, are not required to do",address|within|one|month|but,not|having|the|franchise|are
19390517_reps_15_159.xml,1939-05-17,"orporations or individuals hold it. For instance, aliens control a good deal of the wealth in this country",individuals|hold|it|For|instance,control|a|good|deal|of
19051215_senate_2_30.xml,1905-12-15," consistent with the policy of excluding coloured aliens, and of finding sufficiently remunerative employm",the|policy|of|excluding|coloured,and|of|finding|sufficiently|remunerative
19051215_senate_2_30.xml,1905-12-15,s of wage-earning labour in holding to the use of aliens. ,holding|to|the|use|of,e|earning|labour|in|holding
19040909_reps_2_21.xml,1904-09-09,"pected in Western Australia that, in spite of the Aliens Restriction Act, Chinamen have been smuggled into",that|in|spite|of|the,Restriction|Act|Chinamen|have|been
19561023_reps_22_hor13.xml,1956-10-23,"rd to the granting of social services benefits to aliens. As is customary in such cases, I carried out the",of|social|services|benefits|to,As|is|customary|in|such
19210427_reps_8_95.xml,1921-04-27,ions have been made for naturalization by Italian aliens residing in Western Australia during the last thr,made|for|naturalization|by|Italian,residing|in|Western|Australia|during
19210427_reps_8_95.xml,1921-04-27," of Italians are the same as in the case of other aliens, and include - ",in|the|case|of|other,ame|as|in|the|case
19590224_senate_23_s14.xml,1959-02-24,e issue of certificates of registration under the Aliens Act. We look forward always to legislation which ,certificates|of|registration|under|the,Act|We|look|forward|always
19720323_reps_27_hor76.xml,1972-03-23,"d, unless reciprocal agreement. ",d|unless|reciprocal|agreement,d|unless|reciprocal|agreement
19420514_reps_16_170.xml,1942-05-14,,,
19030528_reps_1_13.xml,1903-05-28,"hould be drawn absolutely, and, that all coloured aliens should be excluded, ' took the proper course. In ",absolutely|and|that|all|coloured,should|be|excluded|took|the
19650406_reps_25_hor45.xml,1965-04-06,,,
19650406_reps_25_hor45.xml,1965-04-06,,,
19170228_reps_6_81.xml,1917-02-28,aring his readiness to bring in Chinese and other aliens to take the places of men who have gone to the fr,bring|in|Chinese|and|other,to|take|the|places|of
19010628_reps_1_2.xml,1901-06-28,"ralian gold-fields endangered by Afghans or other aliens, will  he  provide for the absolute exclusion by ",endangered|by|Afghans|or|other,will|he|provide|for|the
19550427_senate_21_s5.xml,1955-04-27,"rants through the process of registration, and to aliens through naturalization. The convention made a num",process|of|registration|and|to,through|naturalization|The|convention|made
19550427_senate_21_s5.xml,1955-04-27," declaration was threefold : first, to discourage aliens from seeking citizenship at short notice for pure",was|threefold|first|to|discourage,from|seeking|citizenship|at|short
19550427_senate_21_s5.xml,1955-04-27," have grown up, for example, the Army's rule that aliens may enlist if they have declared their intention ",the|Army|s|rule|that,may|enlist|if|they|have
19730523_reps_28_hor84.xml,1973-05-23, the Migration Act relating to the deportation of aliens and persons who are in law regarded as migrants w,relating|to|the|deportation|of,and|persons|who|are|in
19010523_reps_1_1.xml,1901-05-23,horities. Because the most objectionable coloured aliens we could have admitted to our shores are the nati,Because|the|most|objectionable|coloured,we|could|have|admitted|to
19150831_senate_6_78.xml,1915-08-31,"n of the measure will be universal. It may affect aliens, naturalized subjects, and naturalborn subjects o",be|universal|It|may|affect,naturalized|subjects|and|naturalborn|subjects
19150831_senate_6_78.xml,1915-08-31," so doing. Equally, when dealing with naturalized aliens, he must satisfy himself that he has good grounds",Equally|when|dealing|with|naturalized,he|must|satisfy|himself|that
19150831_senate_6_78.xml,1915-08-31,ister power to deal with other than unnaturalized aliens. ,deal|with|other|than|unnaturalized,wer|to|deal|with|other
19150831_senate_6_78.xml,1915-08-31,"me time, with firmness in the case of naturalized aliens. But I ask honorable senators to recognise that w",in|the|case|of|naturalized,But|I|ask|honorable|senators
19620830_reps_24_hor36.xml,1962-08-30,"not naturalized "". ",not|naturalized,not|naturalized
19170301_reps_6_81.xml,1917-03-01,"n are women, infants, peers, idiots and lunatics, aliens, bankrupts, persons who within a year have receiv",infants|peers|idiots|and|lunatics,bankrupts|persons|who|within|a
19381122_reps_15_158.xml,1938-11-22,"islative authority, to compel the registration of aliens in order that a close check can be kept on their ",to|compel|the|registration|of,in|order|that|a|close
19381122_reps_15_158.xml,1938-11-22,his Parliament to provide for the registration of aliens. ,provide|for|the|registration|of,iament|to|provide|for|the
19381122_reps_15_158.xml,1938-11-22,alia is being pushed out of primary production by aliens ? ,out|of|primary|production|by,eing|pushed|out|of|primary
19381122_reps_15_158.xml,1938-11-22,vernment has never had any reason to believe that aliens are affecting the employment of Australians in pr,any|reason|to|believe|that,are|affecting|the|employment|of
19381122_reps_15_158.xml,1938-11-22,hs ago that no further permits would be issued to aliens to migrate to Australia for the purpose of taking,permits|would|be|issued|to,to|migrate|to|Australia|for
19381122_reps_15_158.xml,1938-11-22," grant no further permits, for the time being, to aliens, other than to dependent relatives of aliens alre",for|the|time|being|to,other|than|to|dependent|relatives
19381122_reps_15_158.xml,1938-11-22,", to aliens, other than to dependent relatives of aliens already in Australia, who propose to take up land",than|to|dependent|relatives|of,already|in|Australia|who|propose
19381122_reps_15_158.xml,1938-11-22,se places?,se|places,se|places
19381122_reps_15_158.xml,1938-11-22,hat matter will be covered in the registration of aliens legislation which will bp introduced in this Hous,covered|in|the|registration|of,legislation|which|will|bp|introduced
19381122_reps_15_158.xml,1938-11-22," that the £50 landing money, which is required of aliens who are guaranteed, circulates? ",money|which|is|required|of,equired|of|aliens|who|are
19381122_reps_15_158.xml,1938-11-22,rom Inspector Wake that no more southern European aliens nominated by people from north Queensland will bc,that|no|more|southern|European,nominated|by|people|from|north
19381122_reps_15_158.xml,1938-11-22,,,
19381122_reps_15_158.xml,1938-11-22,,,
19381122_reps_15_158.xml,1938-11-22," encountered another difficulty in connexion with aliens. During the last twelve months, and particularly ",another|difficulty|in|connexion|with,During|the|last|twelve|months
19381122_reps_15_158.xml,1938-11-22,ere they please. It has been suggested that -when aliens are compelled to register a check can be kept on ,has|been|suggested|that|when,are|compelled|to|register|a
19470529_senate_18_192.xml,1947-05-29,"his bill provides machinery for better control of aliens after they arrive in this country, and it continu",machinery|for|better|control|of,after|they|arrive|in|this
19470529_senate_18_192.xml,1947-05-29,"d the AttorneyGeneral's Department in classifying aliens during World War II., and the committee found tha",AttorneyGeneral|s|Department|in|classifying,during|World|War|II|and
19470529_senate_18_192.xml,1947-05-29,hat unfortunately the control and registration of aliens prior to the war had been very slack. Had legisla,the|control|and|registration|of,prior|to|the|war|had
19470529_senate_18_192.xml,1947-05-29,"ve greatly assisted the apprehension of dangerous aliens and would have obviated the issue of "" omnibus "" ",assisted|the|apprehension|of|dangerous,and|would|have|obviated|the
19470529_senate_18_192.xml,1947-05-29,"age of this bill should have the effect of making aliens appreciative of the advantages of naturalization,",have|the|effect|of|making,appreciative|of|the|advantages|of
19470529_senate_18_192.xml,1947-05-29, time and money in conducting investigations. The Aliens Register is to be kept secret and will not be ope,money|in|conducting|investigations|The,Register|is|to|be|kept
19700522_reps_27_hor67.xml,1970-05-22, that Japanese citizens need visas just as do all aliens. The Government has the opinion that as Australia,visas|just|as|do|all,The|Government|has|the|opinion
19700522_reps_27_hor67.xml,1970-05-22,"a system in Australia is essential Therefore, all aliens are required to have a visa. That does not imply ",Australia|is|essential|Therefore|all,are|required|to|have|a
19700522_reps_27_hor67.xml,1970-05-22, Japanese are in no different position from other aliens. The requirements for the managerial section or t,no|different|position|from|other,The|requirements|for|the|managerial
19521014_senate_20_220.xml,1952-10-14,t or Regulations and reporting on applications by aliens or non-Europeans for admission to Australia. Immi,and|reporting|on|applications|by,or|non|Europeans|for|admission
19521014_senate_20_220.xml,1952-10-14," out-of-date provisions relating to employment of aliens, clarification of the method of computation of wa",provisions|relating|to|employment|of,clarification|of|the|method|of
19370825_reps_14_154.xml,1937-08-25,"ars, 1935-36 and 1936-37, the net influx of white aliens has been 2,599 and 3,234 respectively, or about o",the|net|influx|of|white,has|been|2|599|and
19370825_reps_14_154.xml,1937-08-25,,,
19370825_reps_14_154.xml,1937-08-25,". We can, and do, ensure that the influx of white aliens shall not prejudice us nationally or lower our st",that|the|influx|of|white,shall|not|prejudice|us|nationally
19370825_reps_14_154.xml,1937-08-25,,,
19650513_reps_25_hor46.xml,1965-05-13,wealth scholarships? ,wealth|scholarships,wealth|scholarships
19650513_reps_25_hor46.xml,1965-05-13,erefore be some cases of unnaturalised persons or aliens who are or have been eligible for these scholarsh,cases|of|unnaturalised|persons|or,who|are|or|have|been
19450517_reps_17_182.xml,1945-05-17,t the Government is granting a concession to some aliens in the form of free naturalization? Does the Acti,granting|a|concession|to|some,in|the|form|of|free
19450517_reps_17_182.xml,1945-05-17,"in force for some years, shall apply to all enemy aliens? ",shall|apply|to|all|enemy,for|some|years|shall|apply
19450517_reps_17_182.xml,1945-05-17,lleged granting of free naturalization to certain aliens. I have no knowledge of anything of the kind bein,of|free|naturalization|to|certain,I|have|no|knowledge|of
19450517_reps_17_182.xml,1945-05-17,,,
19071114_senate_3_41.xml,1907-11-14,g him to the action we have taken with respect to aliens. The Commonwealth Parliament has decided that we ,have|taken|with|respect|to,The|Commonwealth|Parliament|has|decided
19071114_senate_3_41.xml,1907-11-14,"onditions, but we do not propose to deal with the aliens who are within our gates. ",propose|to|deal|with|the,to|deal|with|the|aliens
19071114_senate_3_41.xml,1907-11-14,t there are not in our midst unlimited numbers of aliens of both sexes. ,our|midst|unlimited|numbers|of,midst|unlimited|numbers|of|aliens
19071114_senate_3_41.xml,1907-11-14,"e restriction of immigration, or with undesirable aliens. But it does not seem to me to"" be within the sco",of|immigration|or|with|undesirable,But|it|does|not|seem
19090826_reps_3_51.xml,1909-08-26,,,
19090826_reps_3_51.xml,1909-08-26," As the onus of granting or refusing admission to aliens is thrown on the Minister, the Secretary to the D",granting|or|refusing|admission|to,is|thrown|on|the|Minister
19020604_reps_1_10.xml,1902-06-04,"y, and if so, how many, Chinese and other Asiatic aliens have been employed in the Post and Telegraph depa",many|Chinese|and|other|Asiatic,have|been|employed|in|the
19020604_reps_1_10.xml,1902-06-04,a white Australia had continued to employ Asiatic aliens. I hope that the Minister representing the Postma,had|continued|to|employ|Asiatic,I|hope|that|the|Minister
19240626_senate_9_107.xml,1924-06-26,"ited Kingdom to Australia, but not in the case of aliens coming through Great Britain to the Commonwealth.",not|in|the|case|of,coming|through|Great|Britain|to
19240626_senate_9_107.xml,1924-06-26," Britain to the Commonwealth. Even in the case of aliens, reciprocal arrangements have been entered into w",Even|in|the|case|of,reciprocal|arrangements|have|been|entered
19450606_reps_17_182.xml,1945-06-06,"son or by agent, their civilian identity card (or aliens registration certifi- cate), an occupation survey",their|civilian|identity|card|or,registration|certifi|cate|an|occupation
19201104_reps_8_94.xml,1920-11-04,"efore this House for consideration, including the Aliens Registration Bill and the Immigration Bill. ' In ",House|for|consideration|including|the,Registration|Bill|and|the|Immigration
19201104_reps_8_94.xml,1920-11-04,,,
19201104_reps_8_94.xml,1920-11-04,"t of the passport system which ap~ plies to other aliens, because, if we did, aliens wishing to enter with",which|ap|plies|to|other,because|if|we|did|aliens
19201104_reps_8_94.xml,1920-11-04,"ch ap~ plies to other aliens, because, if we did, aliens wishing to enter without passports would do so by",aliens|because|if|we|did,wishing|to|enter|without|passports
19201104_reps_8_94.xml,1920-11-04,,,
19201104_reps_8_94.xml,1920-11-04,"n 1 of the Statutory Rules and Orders relating to aliens, it is provided that an alien coming from outside",Rules|and|Orders|relating|to,it|is|provided|that|an
19201104_reps_8_94.xml,1920-11-04," particulars in respect to any passengers who are aliens, and any passenger shall furnish to the master of",to|any|passengers|who|are,and|any|passenger|shall|furnish
19201104_reps_8_94.xml,1920-11-04,"ill, and it enables the authorities to record the aliens arriving in Australia. The English Statutory Rule",the|authorities|to|record|the,arriving|in|Australia|The|English
19201104_reps_8_94.xml,1920-11-04,"les and Orders also relate to the registration of aliens, the responsibility of boardinghouse-keepers and ",relate|to|the|registration|of,the|responsibility|of|boardinghouse|keepers
19201104_reps_8_94.xml,1920-11-04, it mandatory for them to report the movements of aliens residing in their establishments; but our Bill do,to|report|the|movements|of,residing|in|their|establishments|but
19201104_reps_8_94.xml,1920-11-04,,,
19201104_reps_8_94.xml,1920-11-04,"mergency powers for controlling the employment of aliens on ships, deportations, temporary restrictions re",for|controlling|the|employment|of,on|ships|deportations|temporary|restrictions
19181219_reps_7_88.xml,1918-12-19,Were there coloured aliens? ,Were|there|coloured|aliens,Were|there|coloured|aliens
19181219_reps_7_88.xml,1918-12-19," intensified by the presence of a great number of aliens, but all I can tell honorable members about the a",of|a|great|number|of,but|all|I|can|tell
19181219_reps_7_88.xml,1918-12-19,"s, but all I can tell honorable members about the aliens is that they are men from out side the British Em",tell|honorable|members|about|the,is|that|they|are|men
19040908_senate_2_21.xml,1904-09-08,e resources of the Empire is the exclusion of all aliens from mail boats and the employment of our own peo,is|the|exclusion|of|all,from|mail|boats|and|the
19040908_senate_2_21.xml,1904-09-08,in gets into a naval war is that the whole of the aliens would leave our merchant service. ,that|the|whole|of|the,e|of|the|aliens|would
19040908_senate_2_21.xml,1904-09-08,"inquiry, should be made into the condition of the aliens in the British mercantile marine. An inquiry was ",into|the|condition|of|the,in|the|British|mercantile|marine
19040908_senate_2_21.xml,1904-09-08,"inning, that this number included 19,000 coloured aliens, 12,000 white aliens, and 12,000 boys of the bull",number|included|19|000|coloured,12|000|white|aliens|and
19040908_senate_2_21.xml,1904-09-08,"ber included 19,000 coloured aliens, 12,000 white aliens, and 12,000 boys of the bulldog breed, or a littl",coloured|aliens|12|000|white,and|12|000|boys|of
19030915_reps_1_16.xml,1903-09-15,fantile population is taken into account. But the aliens who come into Queensland - particularly the kanak,taken|into|account|But|the,who|come|into|Queensland|particularly
19420507_reps_16_170.xml,1942-05-07,"ers of the labour battalions formed from friendly aliens enjoy the same privileges, and take the same oath",labour|battalions|formed|from|friendly,enjoy|the|same|privileges|and
19420507_reps_16_170.xml,1942-05-07,,,
19420507_reps_16_170.xml,1942-05-07," in mind, I feel that it is imperative that enemy aliens, neutral aliens and naturalized foreigners should",it|is|imperative|that|enemy,neutral|aliens|and|naturalized|foreigners
19420507_reps_16_170.xml,1942-05-07," that it is imperative that enemy aliens, neutral aliens and naturalized foreigners should be adequately r",imperative|that|enemy|aliens|neutral,and|naturalized|foreigners|should|be
19420507_reps_16_170.xml,1942-05-07,,,
19420507_reps_16_170.xml,1942-05-07,"ine-owners and the miners in order to draft these aliens out of the industry, it will find that it will ha",in|order|to|draft|these,out|of|the|industry|it
19420507_reps_16_170.xml,1942-05-07,"on. In that category, the Government has included aliens ; Asiatics, except those who are British subjects",category|the|Government|has|included,Asiatics|except|those|who|are
19660421_senate_25_s31.xml,1966-04-21,ty of two administrative reforms designed to make aliens' registration a more simple and efficient process,administrative|reforms|designed|to|make,registration|a|more|simple|and
19660421_senate_25_s31.xml,1966-04-21,,,
19660421_senate_25_s31.xml,1966-04-21,". In the past, registration was required for such aliens in order to provide a means of checking that they",registration|was|required|for|such,in|order|to|provide|a
19660421_senate_25_s31.xml,1966-04-21,ll this makes it unnecessary to obtain additional aliens registration forms from alien visitors. ,it|unnecessary|to|obtain|additional,al|aliens|registration|forms|from
19660421_senate_25_s31.xml,1966-04-21,tood by reference to section 7(1.) of the present Aliens Act which specifies that an application for regis,7|1|of|the|present,Act|which|specifies|that|an
19660421_senate_25_s31.xml,1966-04-21," for  registration,  and to  cancel them when the aliens abandon their plans to come here. Clause 6 provid",to|cancel|them|when|the,abandon|their|plans|to|come
19660421_senate_25_s31.xml,1966-04-21,vides the desired exemption from registration for aliens coming here for visits of a year or less. At the ,desired|exemption|from|registration|for,coming|here|for|visits|of
19011205_senate_1_6.xml,1901-12-05,"ral Government may adopt to regulate the entry of aliens, they cannot acquiese in a measure which makes th",to|regulate|the|entry|of,they|cannot|acquiese|in|a
19011205_senate_1_6.xml,1901-12-05,ding by legislation for the exclusion of coloured aliens. ,for|the|exclusion|of|coloured,legislation|for|the|exclusion|of
19011205_senate_1_6.xml,1901-12-05, from is the only foundation for the exclusion of aliens. That is what I favour. Then it is said that we m,foundation|for|the|exclusion|of,That|is|what|I|favour
19011205_senate_1_6.xml,1901-12-05,"ral Government may adopt to regulate the entry of aliens, they cannot acquiesce in a measure which makes t",to|regulate|the|entry|of,they|cannot|acquiesce|in|a
19660427_senate_25_s31.xml,1966-04-27,"grants, ships'  'Staffs and immigration officers. Aliens visiting Australia for a stay of a year or less ,",ships|Staffs|and|immigration|officers,visiting|Australia|for|a|stay
19660427_senate_25_s31.xml,1966-04-27,"d. Previously, registration was required for such aliens as a means of checking departure when their stay ",registration|was|required|for|such,as|a|means|of|checking
19660427_senate_25_s31.xml,1966-04-27,r registration and to cancel them as necessary if aliens abandon plans to come here. Clause 6 exempts from,cancel|them|as|necessary|if,abandon|plans|to|come|here
19660427_senate_25_s31.xml,1966-04-27, to come here. Clause 6 exempts from registration aliens coming here for a year or less. At present the le,Clause|6|exempts|from|registration,coming|here|for|a|year
19090722_reps_3_50.xml,1909-07-22,Aliens; ,Aliens,Aliens
19090722_reps_3_50.xml,1909-07-22,"se, we ought to treat with perfect equality those aliens whom we have allowed to come in and to be natural",treat|with|perfect|equality|those,whom|we|have|allowed|to
19131218_reps_5_72.xml,1913-12-18,"with the Queensland Government. The fact that 512 aliens have been given certificates of exemption is, in ",Government|The|fact|that|512,have|been|given|certificates|of
19131218_reps_5_72.xml,1913-12-18,"elled to pay, in respect of sugar produced by 512 aliens, the same amount that we pay on sugar produced by",of|sugar|produced|by|512,the|same|amount|that|we
19640414_reps_25_hor41.xml,1964-04-14,"y exercising a rigid control over the earnings of aliens entering that country, and consider introducing s",control|over|the|earnings|of,entering|that|country|and|consider
19660331_reps_25_hor50.xml,1966-03-31,olicy with regard to the call-up of unnaturalised aliens - the conscription of unnaturalised people. Why h,the|call|up|of|unnaturalised,the|conscription|of|unnaturalised|people
19660331_reps_25_hor50.xml,1966-03-31,ty of two administrative reforms designed to make aliens' registration a more simple and efficient process,administrative|reforms|designed|to|make,registration|a|more|simple|and
19660331_reps_25_hor50.xml,1966-03-31,,,
19660331_reps_25_hor50.xml,1966-03-31,". In the past, registration was required for such aliens in order to provide a means of checking that they",registration|was|required|for|such,in|order|to|provide|a
19660331_reps_25_hor50.xml,1966-03-31,ll this makes it unnecessary to obtain additional aliens registration forms from alien visitors. ,it|unnecessary|to|obtain|additional,al|aliens|registration|forms|from
19660331_reps_25_hor50.xml,1966-03-31,tood by reference to section 7 (1) of the present Aliens Act which specifies that an application for regis,7|1|of|the|present,Act|which|specifies|that|an
19660331_reps_25_hor50.xml,1966-03-31,"ons for registration, and to cancel them when the aliens abandon their plans to come here. Clause 6 provid",to|cancel|them|when|the,abandon|their|plans|to|come
19660331_reps_25_hor50.xml,1966-03-31,vides the desired exemption from registration for aliens coming here for visits of a year or less. At the ,desired|exemption|from|registration|for,coming|here|for|visits|of
19050920_reps_2_27.xml,1905-09-20,"ux of labourers under contract is restricted to "" aliens and foreigners,"" and does not apply to British su",under|contract|is|restricted|to,and|foreigners|and|does|not
19101018_reps_4_58.xml,1910-10-18,"get  £10,000,000  only if it would allow coloured aliens - Japanese, Hindus, or other coloured people - to",if|it|would|allow|coloured,Japanese|Hindus|or|other|coloured
19101018_reps_4_58.xml,1910-10-18,into the Territory ? ,into|the|Territory,into|the|Territory
19150505_reps_6_76.xml,1915-05-05, arepractically confiscating the patent rights of aliens. ,confiscating|the|patent|rights|of,tically|confiscating|the|patent|rights
19150505_reps_6_76.xml,1915-05-05,"if they are taken over as patents issued to enemy aliens, they will have the advantage of this clause, whi",as|patents|issued|to|enemy,they|will|have|the|advantage
19450619_reps_17_183.xml,1945-06-19,Purchases by Aliens. ,Purchases|by|Aliens,Purchases|by|Aliens
19450619_reps_17_183.xml,1945-06-19,"ustralia in Victoria in regard to the purchase by aliens of portions of the best farm lands in that State,",regard|to|the|purchase|by,of|portions|of|the|best
19450619_reps_17_183.xml,1945-06-19,"44. - Wage employees, Civil Constructional Corps, aliens and free labour,6,216; staff, 637. ",Wage|employees|Civil|Constructional|Corps,Corps|aliens|and|free|labour
19450619_reps_17_183.xml,1945-06-19,"45. - Wage employees, Civil Constructional Corps, aliens and free labour, 3,616; staff, 837. ",Wage|employees|Civil|Constructional|Corps,Corps|aliens|and|free|labour
19500509_reps_19_207.xml,1950-05-09,"e as reasonable as possible. As I have said, even aliens were given an opportunity to know of the charges ",As|I|have|said|even,were|given|an|opportunity|to
19120927_reps_4_66.xml,1912-09-27,"by the Constitution to prohibit the employment of aliens, and whether we can prohibit their employment in ",to|prohibit|the|employment|of,and|whether|we|can|prohibit
19501017_senate_19_209.xml,1950-10-17,,,
19450524_reps_17_182.xml,1945-05-24,,,
19450524_reps_17_182.xml,1945-05-24,Security (Aliens Control) Regulations - Order - - Aliens (Queensland curfew) - Revocation. ,Security|Aliens|Control|Regulations|Order,rder|Aliens|Queensland|curfew|Revocation
19430128_reps_16_173.xml,1943-01-28,withdrawal of twenty machine miners who are enemy aliens from a mine in Western Australia. I ask the Minis,machine|miners|who|are|enemy,from|a|mine|in|Western
19430128_reps_16_173.xml,1943-01-28,ided for the call-up of a certain number of enemy aliens among the men whom it was considered could be obt,a|certain|number|of|enemy,among|the|men|whom|it
19430128_reps_16_173.xml,1943-01-28," gold-mining industry. The call-up of those enemy aliens is in no way a contravention of that agreement, b",call|up|of|those|enemy,is|in|no|way|a
19181204_reps_7_87.xml,1918-12-04,"e no power, so we are advised, for the control of aliens of various kinds, and any aliens who are interned",advised|for|the|control|of,of|various|kinds|and|any
19181204_reps_7_87.xml,1918-12-04,"r the control of aliens of various kinds, and any aliens who are interned, that is sufficiently effective.",of|various|kinds|and|any,who|are|interned|that|is
19670223_reps_26_hor54.xml,1967-02-23,6 Irish citizens are neither British subjects nor aliens. Irish citizens were not liable to call-up as Bri,are|neither|British|subjects|nor,Irish|citizens|were|not|liable
19670223_reps_26_hor54.xml,1967-02-23,the call-up to nonBritish subjects rather than to aliens means that Irish citizens now become liable. Iris,nonBritish|subjects|rather|than|to,means|that|Irish|citizens|now
19670223_reps_26_hor54.xml,1967-02-23,anges in the conditions for the naturalisation of aliens as are made by clause 3 (b) in respect of the req,conditions|for|the|naturalisation|of,as|are|made|by|clause
19440218_senate_17_177.xml,1944-02-18," in relation to people who  are  at present enemy aliens, but it should be much more limited in its operat",who|are|at|present|enemy,but|it|should|be|much
19440218_senate_17_177.xml,1944-02-18,"rigin. If the  amendment were aimed only at enemy aliens, it would be in a different category, but I canno",were|aimed|only|at|enemy,it|would|be|in|a
19660316_reps_25_hor50.xml,1966-03-16,arliament gave the Government the right to induct aliens into military service. In the case of British mig,Government|the|right|to|induct,into|military|service|In|the
19490630_reps_18_203.xml,1949-06-30,"ve already spoken of the British attitude towards aliens, which I think should also be our attitude. This ",of|the|British|attitude|towards,which|I|think|should|also
19490630_reps_18_203.xml,1949-06-30,y the  contributions that have been made to it by aliens in the past and is doubtless benefiting by their ,been|made|to|it|by,in|the|past|and|is
19490630_reps_18_203.xml,1949-06-30,sfactory now. The substitution of clause 5 of the Aliens Deportation Bill 1948 for clause 5 of this bill w,of|clause|5|of|the,Deportation|Bill|1948|for|clause
19490630_reps_18_203.xml,1949-06-30,"d meet the requirements of the Minister. When the Aliens Deportation Bill was being discussed, I questione",of|the|Minister|When|the,Deportation|Bill|was|being|discussed
19490630_reps_18_203.xml,1949-06-30,I shall move as an amendment that clause 5 of the Aliens Deportation Bill 1948 be substituted for clause 5,that|clause|5|of|the,Deportation|Bill|1948|be|substituted
19121213_reps_4_69.xml,1912-12-13," were prepared to go further, and declare that no aliens are to be employed in the sugar mills, or on the ",further|and|declare|that|no,are|to|be|employed|in
19121213_reps_4_69.xml,1912-12-13,,,
19470319_reps_18_190.xml,1947-03-19,"in Australia - was that they had no record of the aliens in their midst, whereas other countries knew exac",had|no|record|of|the,in|their|midst|whereas|other
19470319_reps_18_190.xml,1947-03-19,what inefficient method of ascertaining where our aliens were located. The war has demonstrated that every,method|of|ascertaining|where|our,were|located|The|war|has
19470319_reps_18_190.xml,1947-03-19,le that existed before. . . . The registration of aliens is one means by which a nation can keep an eye on,existed|before|The|registration|of,is|one|means|by|which
19470319_reps_18_190.xml,1947-03-19,,,
19470319_reps_18_190.xml,1947-03-19,922 to 1927 there was practically no oversight of aliens beyond the collection of their passports. In 1927,was|practically|no|oversight|of,beyond|the|collection|of|their
19470319_reps_18_190.xml,1947-03-19,"ndment of the Immigration Act, which required all aliens entering Australia to complete a form giving pers",Immigration|Act|which|required|all,entering|Australia|to|complete|a
19470319_reps_18_190.xml,1947-03-19,"e movements of a liens, and no check was ma de of aliens resident in the Commonwealth before the inception",check|was|ma|de|of,resident|in|the|Commonwealth|before
19470319_reps_18_190.xml,1947-03-19,"tion of the scheme. On the 21st June, 1939, a new Aliens Registration Act was assented to; but this provid",21st|June|1939|a|new,Registration|Act|was|assented|to
19470319_reps_18_190.xml,1947-03-19,"hinery could be completed, it was replaced by the Aliens Control Regulations under the National Security A",it|was|replaced|by|the,Control|Regulations|under|the|National
19470319_reps_18_190.xml,1947-03-19," throughout the Commonwealth to trace and control aliens during the war years, and it was only by the expe",Commonwealth|to|trace|and|control,during|the|war|years|and
19470319_reps_18_190.xml,1947-03-19,much better position to deal with the question of aliens resident in this country when World War II. comme,deal|with|the|question|of,resident|in|this|country|when
19470319_reps_18_190.xml,1947-03-19,,,
19470319_reps_18_190.xml,1947-03-19,"ovements, possessions, and general supervision of aliens, with the Commonwealth Security Service exercisin",possessions|and|general|supervision|of,with|the|Commonwealth|Security|Service
19470319_reps_18_190.xml,1947-03-19, for the administration of the National Security (Aliens Control) Regulations was transferred to the Depar,administration|of|the|National|Security,Control|Regulations|was|transferred|to
