id,date,kwic,before,after
19051213_senate_2_30.xml,1905-12-13,at clause 3 of this Bill provides that prohibited immigrants shall include - ,this|Bill|provides|that|prohibited,ovides|that|prohibited|immigrants|shall
19051213_senate_2_30.xml,1905-12-13,land we had a considerable experience of Japanese immigrants. . A fewyears ago. when there were only a small n,a|considerable|experience|of|Japanese,A|fewyears|ago|when|there
19051213_senate_2_30.xml,1905-12-13,never had been in danger of an influx of Japanese immigrants. An Act was passed in Japan in 1896 and amended i,of|an|influx|of|Japanese,An|Act|was|passed|in
19051213_senate_2_30.xml,1905-12-13, sure . that neither House will allow undesirable immigrants to be examined in their own languages. Some honor,neither|House|will|allow|undesirable,to|be|examined|in|their
19051213_senate_2_30.xml,1905-12-13, honorable senator's amendment is in the Contract Immigrants Bill. ,amendment|is|in|the|Contract,r|s|amendment|is|in
19051213_senate_2_30.xml,1905-12-13," Later on, when we come to deal with the Contract Immigrants Hill, I shall propose an amendment in clause 2, a",to|deal|with|the|Contract,Hill|I|shall|propose|an
19051213_senate_2_30.xml,1905-12-13,"are carried, the effect will be that the Contract Immigrants Bill will be quoted in Europe, where I have no do",will|be|that|the|Contract,Bill|will|be|quoted|in
19051213_senate_2_30.xml,1905-12-13,f non-European races are included in the Contract Immigrants Bill it will be just as much a fraud and a subter,are|included|in|the|Contract,Bill|it|will|be|just
19051213_senate_2_30.xml,1905-12-13,endments I propose are not agreed to the Contract Immigrants Bill will be held up as a justification for the T,not|agreed|to|the|Contract,Bill|will|be|held|up
19051213_senate_2_30.xml,1905-12-13, paragraph which will do away with any prohibited immigrants. It is only by keeping it in so far as any person,do|away|with|any|prohibited,It|is|only|by|keeping
19051213_senate_2_30.xml,1905-12-13,eople. ,eople,eople
19051213_senate_2_30.xml,1905-12-13,"bsolute provision for contract labour, or Asiatic immigrants entering the Commonwealth. ",for|contract|labour|or|Asiatic,or|Asiatic|immigrants|entering|the
19051213_senate_2_30.xml,1905-12-13,"of ship-owners for the maintenance of undesirable immigrants, and it is desirable that owners, agents, and cha",for|the|maintenance|of|undesirable,and|it|is|desirable|that
19051213_senate_2_30.xml,1905-12-13,"rts from which they have brought them undesirable immigrants, in addition to those whom they are already liabl",they|have|brought|them|undesirable,in|addition|to|those|whom
19051213_senate_2_30.xml,1905-12-13,"s not required I think that we ought to introduce immigrants, but at the same time I do not think it would be ",that|we|ought|to|introduce,but|at|the|same|time
19051213_senate_2_30.xml,1905-12-13,"is done in order to make quite sure that contract immigrants shall not be allowed to come in, not merely when ",make|quite|sure|that|contract,shall|not|be|allowed|to
19271108_reps_10_116.xml,1927-11-08,"f Government goods and material, the transport of immigrants coming to Australia under the control, or with th",and|material|the|transport|of,coming|to|Australia|under|the
19500621_reps_19_208.xml,1950-06-21,a year a substantial proportion of that number of immigrants will necessarily come from Europe. Nodecision has,proportion|of|that|number|of,will|necessarily|come|from|Europe
19500621_reps_19_208.xml,1950-06-21,"de as to the actual countries from which European immigrants will be drawn, but, in dealing with that matter, ",actual|countries|from|which|European,will|be|drawn|but|in
19500621_reps_19_208.xml,1950-06-21,ed by the honorable member. I can assure him that immigrants are being checked by as close a security method a,I|can|assure|him|that,are|being|checked|by|as
19500621_reps_19_208.xml,1950-06-21,ealize that our young people who provide our best immigrants were entitled to adequate housing accommodation. ,people|who|provide|our|best,were|entitled|to|adequate|housing
19011010_reps_1_5.xml,1901-10-10,"n to engagement in the same way as ordinary white immigrants, the planters to be responsible for the whole cos",same|way|as|ordinary|white,the|planters|to|be|responsible
19580508_reps_22_hor19.xml,1958-05-08,only a short time. This Government is encouraging immigrants to come to Australia only to put them amongst the,time|This|Government|is|encouraging,to|come|to|Australia|only
19580508_reps_22_hor19.xml,1958-05-08," important part in either attracting or assisting immigrants to come here. ""The first was the pastoral industr",in|either|attracting|or|assisting,to|come|here|The|first
19580508_reps_22_hor19.xml,1958-05-08,untry for that country's good are not the type of immigrants we would favour. So I shall begin my brief narrat,are|not|the|type|of,we|would|favour|So|I
19580508_reps_22_hor19.xml,1958-05-08,"Californian gold-fields, caused a large influx of immigrants. The hardy, adventurous types came here from vari",caused|a|large|influx|of,The|hardy|adventurous|types|came
19580508_reps_22_hor19.xml,1958-05-08,"nt out that from 1852 to 1861 the total number of immigrants - 554,000 people - constituted 70 per cent, of th",1861|the|total|number|of,554|000|people|constituted|70
19580508_reps_22_hor19.xml,1958-05-08," period. That was, in fact, the biggest influx of immigrants comparative to population that has ever taken pla",fact|the|biggest|influx|of,comparative|to|population|that|has
19580508_reps_22_hor19.xml,1958-05-08," constantly. From 1861 onwards, the proportion of immigrants to total population began to decline, until the 9",1861|onwards|the|proportion|of,to|total|population|began|to
19580508_reps_22_hor19.xml,1958-05-08,in the community against the bringing of assisted immigrants to the colonies at a time when there were people ,against|the|bringing|of|assisted,to|the|colonies|at|a
19580508_reps_22_hor19.xml,1958-05-08,"eased almost entirely. In that decade, only 1,000 immigrants came in. They represented .2 per cent, of the inc",that|decade|only|1|000,came|in|They|represented|2
19580508_reps_22_hor19.xml,1958-05-08,"solely with the prevention of entry of prohibited immigrants, it did not provide machinery for the control of ",prevention|of|entry|of|prohibited,it|did|not|provide|machinery
19580508_reps_22_hor19.xml,1958-05-08,"uiting, examination, and transporting of assisted immigrants. ",examination|and|transporting|of|assisted,ination|and|transporting|of|assisted
19580508_reps_22_hor19.xml,1958-05-08,"n the three years preceding World War I., 230,000 immigrants entered Australia. But unemployment was rife in t",World|War|I|230|000,entered|Australia|But|unemployment|was
19580508_reps_22_hor19.xml,1958-05-08,tes clearly that when Great Britain - most of our immigrants during the last 100 years have been drawn from Gr,Great|Britain|most|of|our,during|the|last|100|years
19580508_reps_22_hor19.xml,1958-05-08, and the factor which induces a country to accept immigrants is very largely the economic condition of the cou,induces|a|country|to|accept,is|very|largely|the|economic
19580508_reps_22_hor19.xml,1958-05-08," conditions of the times permit the absorption of immigrants, and the availability of immigrants will depend u",times|permit|the|absorption|of,and|the|availability|of|immigrants
19580508_reps_22_hor19.xml,1958-05-08,"absorption of immigrants, and the availability of immigrants will depend upon the conditions in countries from",immigrants|and|the|availability|of,will|depend|upon|the|conditions
19580508_reps_22_hor19.xml,1958-05-08,epend upon the conditions in countries from which immigrants generally come. I shall make a further brief refe,conditions|in|countries|from|which,generally|come|I|shall|make
19580508_reps_22_hor19.xml,1958-05-08,who have presented false documents are prohibited immigrants and may be deported. Persons who enter irregularl,presented|false|documents|are|prohibited,and|may|be|deported|Persons
19580508_reps_22_hor19.xml,1958-05-08,"ter the new act commences will also be prohibited immigrants, either because of having no entry permits or und",commences|will|also|be|prohibited,either|because|of|having|no
19580508_reps_22_hor19.xml,1958-05-08," done a great deal themselves towards encouraging immigrants- to place themselves in industries, to' educate t",great|deal|themselves|towards|encouraging,to|place|themselves|in|industries
19580508_reps_22_hor19.xml,1958-05-08,"igration. It is a self-generating process. As new immigrants come to Australia, they create demands. As those ",self|generating|process|As|new,come|to|Australia|they|create
19580508_reps_22_hor19.xml,1958-05-08," meet those expanding needs, we have to have more immigrants. That is a vital thing because, if in the face of",we|have|to|have|more,That|is|a|vital|thing
19580508_reps_22_hor19.xml,1958-05-08, Many people have said that it is no use bringing immigrants to this country if they cannot be given houses. I,it|is|no|use|bringing,to|this|country|if|they
19580508_reps_22_hor19.xml,1958-05-08,"that problem and so is housing. We do not provide immigrants, initially, with houses. We get them here to buil",housing|We|do|not|provide,initially|with|houses|We|get
19580508_reps_22_hor19.xml,1958-05-08," education because such a great proportion of our immigrants are adult workers who contribute in taxation, loa",a|great|proportion|of|our,are|adult|workers|who|contribute
19580508_reps_22_hor19.xml,1958-05-08,"s show that, as by far- the greater proportion of immigrants are adult workers, the ",far|the|greater|proportion|of,r|proportion|of|immigrants|are
19580508_reps_22_hor19.xml,1958-05-08,post-war period entering the schools. Without the immigrants to help build those schools and provide the basic,entering|the|schools|Without|the,to|help|build|those|schools
19320429_senate_13_134.xml,1932-04-29," Government to deport from, Australia undesirable immigrants. ",to|deport|from|Australia|undesirable,to|deport|from|Australia|undesirable
19320429_senate_13_134.xml,1932-04-29,"t should be regarded as a period of probation for immigrants who wish to settle in this country, and that if t",a|period|of|probation|for,who|wish|to|settle|in
19320429_senate_13_134.xml,1932-04-29,"country, and that if they prove to be undesirable immigrants there should be ready means to send them back to ",they|prove|to|be|undesirable,there|should|be|ready|means
19320429_senate_13_134.xml,1932-04-29,followed is the prevention of the influx of alien immigrants who are likely to affect adversely the labour mar,of|the|influx|of|alien,who|are|likely|to|affect
19161213_reps_6_80.xml,1916-12-13,"men from other countries, but, although we desire immigrants, we do not wish men to come here for a few years ",countries|but|although|we|desire,we|do|not|wish|men
19051214_senate_2_30.xml,1905-12-14,abour within the Commonwealth shall be prohibited immigrants. ,the|Commonwealth|shall|be|prohibited,the|Commonwealth|shall|be|prohibited
19051214_senate_2_30.xml,1905-12-14, now? ,now,now
19051214_senate_2_30.xml,1905-12-14,"o are desirous to come out here. For instance, no immigrants can come into this Commonwealth under an oral agr",out|here|For|instance|no,can|come|into|this|Commonwealth
19051214_senate_2_30.xml,1905-12-14,"al declarations on the platform as to the need of immigrants, and all that kind of thing? What do they all com",as|to|the|need|of,and|all|that|kind|of
19051214_senate_2_30.xml,1905-12-14,"hat of Jowles, they must be treated as prohibited immigrants. ",must|be|treated|as|prohibited,s|they|must|be|treated
19051214_senate_2_30.xml,1905-12-14, require to induce the States to provide land for immigrants to settle on. ,States|to|provide|land|for,ates|to|provide|land|for
19051214_senate_2_30.xml,1905-12-14,with labour. It gives no opportunity to introduce immigrants under unreasonable conditions. There are Factorie,gives|no|opportunity|to|introduce,under|unreasonable|conditions|There|are
19051214_senate_2_30.xml,1905-12-14,e . senators mean to say that we have no room for immigrants ? ,we|have|no|room|for,mean|to|say|that|we
19051214_senate_2_30.xml,1905-12-14,"s a population of something like 80,000,000, with immigrants pouring in at the rate of over 1,000.000 a year. ",like|80|000|000|with,pouring|in|at|the|rate
19051214_senate_2_30.xml,1905-12-14, is plenty of room in Australia for anv number of immigrants. ,Australia|for|anv|number|of,f|room|in|Australia|for
19051214_senate_2_30.xml,1905-12-14,"he Bill they will do so; but unless the intending immigrants are British subjects, or descendants of people bo",so|but|unless|the|intending,are|British|subjects|or|descendants
19051214_senate_2_30.xml,1905-12-14,ies existed in connexion with the introduction of immigrants to this country. The Agents-General say in their ,connexion|with|the|introduction|of,to|this|country|The|Agents
19051214_senate_2_30.xml,1905-12-14,uld not do so under the law. They were prohibited immigrants.. ,the|law|They|were|prohibited,under|the|law|They|were
19051214_senate_2_30.xml,1905-12-14,Chair; but I find that this is a Bill relating to immigrants under contract to perform manual labour in the Co,is|a|Bill|relating|to,under|contract|to|perform|manual
19051214_senate_2_30.xml,1905-12-14,"- Immigrants under contract, that is all. ",under|contract|that|is|all,Immigrants|under|contract|that|is
19051214_senate_2_30.xml,1905-12-14,"gislation has been the means of keeping desirable immigrants out} of Australia. But, in spite of what honorabl",the|means|of|keeping|desirable,out|of|Australia|But|in
19051214_senate_2_30.xml,1905-12-14," the present' Act does, that we welcome desirable immigrants of the right kind under proper conditions. Those ",does|that|we|welcome|desirable,of|the|right|kind|under
19051214_senate_2_30.xml,1905-12-14,in this Bill. The old Act also admitted desirable immigrants under certain conditions. ,old|Act|also|admitted|desirable,ed|desirable|immigrants|under|certain
19051214_senate_2_30.xml,1905-12-14," that an employer who wishes lc bring in contract immigrants has not to say that they have special skill, or t",wishes|lc|bring|in|contract,has|not|to|say|that
19051214_senate_2_30.xml,1905-12-14,"hat without any provision for the introduction of immigrants under contract, New Zealand has gained a large po",provision|for|the|introduction|of,under|contract|New|Zealand|has
19051214_senate_2_30.xml,1905-12-14,us to secure a large population without admitting immigrants under contract. ,a|large|population|without|admitting,tion|without|admitting|immigrants|under
19051214_senate_2_30.xml,1905-12-14,""" freely under contract "" advisedly, because such immigrants are subject only to one condition, that the rate ",under|contract|advisedly|because|such,are|subject|only|to|one
19051214_senate_2_30.xml,1905-12-14,"point. We have at last an admission that, even if immigrants are not British subjects, they may enter Australi",an|admission|that|even|if,are|not|British|subjects|they
19051214_senate_2_30.xml,1905-12-14," subjects, we have at last an admission that even immigrants who are not British subjects may come into Austra",last|an|admission|that|even,who|are|not|British|subjects
19051214_senate_2_30.xml,1905-12-14, the provision in re,the|provision|in|re,the|provision|in|re
19051214_senate_2_30.xml,1905-12-14,,,
19051214_senate_2_30.xml,1905-12-14,"s not one forbidding the introduction of contract immigrants, but permitting their introduction under conditio",forbidding|the|introduction|of|contract,but|permitting|their|introduction|under
19051214_senate_2_30.xml,1905-12-14," the opinion that we should offer inducements to  immigrants to   come here, by providing them with land. We s",we|should|offer|inducements|to,to|come|here|by|providing
19051214_senate_2_30.xml,1905-12-14,"n the existing Act, while offering inducements to immigrants in one sentence, we reject them in another. I hop",Act|while|offering|inducements|to,in|one|sentence|we|reject
19051214_senate_2_30.xml,1905-12-14,stralia under contract.I know it may be said that immigrants who are brought out under the measure will be pro,it|may|be|said|that,who|are|brought|out|under
19051214_senate_2_30.xml,1905-12-14," them, and who might desire to bring out contract immigrants, under misrepresentations as to wages - I say tha",desire|to|bring|out|contract,under|misrepresentations|as|to|wages
19051214_senate_2_30.xml,1905-12-14,f at the same time they open their doors wider to immigrants than we do? ,open|their|doors|wider|to,open|their|doors|wider|to
19051214_senate_2_30.xml,1905-12-14,l before the Senate is not a measure to bring out immigrants and give them land. It deals with but a small par,a|measure|to|bring|out,and|give|them|land|It
19051214_senate_2_30.xml,1905-12-14,"ions to which I have referred open their doors to immigrants, and the honorable senator stated that it was bec",referred|open|their|doors|to,and|the|honorable|senator|stated
19051214_senate_2_30.xml,1905-12-14,o  the. sugar plantations. The number of contract immigrants arriving here under the existing Act is very smal,plantations|The|number|of|contract,arriving|here|under|the|existing
19051214_senate_2_30.xml,1905-12-14,"slation dealing with the introduction of contract immigrants. Instead of relaxing our contract labour Taw, we ",with|the|introduction|of|contract,Instead|of|relaxing|our|contract
19051214_senate_2_30.xml,1905-12-14,"a Hungarian colony, and other colonies of foreign immigrants. ",and|other|colonies|of|foreign,colony|and|other|colonies|of
19051214_senate_2_30.xml,1905-12-14,"en faithfully administered, many of those Italian immigrants would not have been permitted to land, because it",administered|many|of|those|Italian,would|not|have|been|permitted
19051214_senate_2_30.xml,1905-12-14,to differentiate between them by allowing British immigrants to be brought here under contract when there migh,between|them|by|allowing|British,to|be|brought|here|under
19051214_senate_2_30.xml,1905-12-14,"when there might be other men unemployed, and the immigrants introduced  might be brought into an already over",other|men|unemployed|and|the,introduced|might|be|brought|into
19051214_senate_2_30.xml,1905-12-14," bold to say that no more than 1 per cent, of the immigrants came out under contract. Does any honorable senat",1|per|cent|of|the,came|out|under|contract|Does
19051214_senate_2_30.xml,1905-12-14,"ow hundreds of men who came out' to Queensland as immigrants, and not a single one of them was under contract.",came|out|to|Queensland|as,and|not|a|single|one
19051214_senate_2_30.xml,1905-12-14,"erned about Australians, and about white contract immigrants. ",Australians|and|about|white|contract,Australians|and|about|white|contract
19051214_senate_2_30.xml,1905-12-14,red to know what provisions dealing with contract immigrants had been adopted in Canada. Section 3 of the firs,what|provisions|dealing|with|contract,had|been|adopted|in|Canada
19051214_senate_2_30.xml,1905-12-14,"n the first Parliament? We provided that contract immigrants should not be introduced, except under certain co",Parliament|We|provided|that|contract,should|not|be|introduced|except
19051214_senate_2_30.xml,1905-12-14," Bill any person who wishes to bring out contract immigrants, no matter whether they are foreigners or British",wishes|to|bring|out|contract,no|matter|whether|they|are
19051214_senate_2_30.xml,1905-12-14,", must adhere to the course laid down, and if the immigrants land, the contract will be void, and the immigran",laid|down|and|if|the,land|the|contract|will|be
19051214_senate_2_30.xml,1905-12-14,"migrants land, the contract will be void, and the immigrants and the employer liable to certain penalties. ",will|be|void|and|the,nts|and|the|employer|liable
19051214_senate_2_30.xml,1905-12-14,,,
19051214_senate_2_30.xml,1905-12-14,"ide that, amongst the definitions of "" prohibited immigrants,"" there should be included - any persons of non-E",amongst|the|definitions|of|prohibited,there|should|be|included|any
19051214_senate_2_30.xml,1905-12-14,onorable senator forgets that we are dealing with immigrants who are to be brought from England or from some o,that|we|are|dealing|with,who|are|to|be|brought
19501207_reps_19_211.xml,1950-12-07,the problem of absorbing hundreds of thousands of immigrants. We also have the problem of expanding industry a,absorbing|hundreds|of|thousands|of,We|also|have|the|problem
19501207_reps_19_211.xml,1950-12-07,"pose, then it should review the present intake of immigrants to this country in order to ensure that our prese",review|the|present|intake|of,to|this|country|in|order
19550602_senate_21_s5.xml,1955-06-02,"nt, large-scale development, and a high intake of immigrants. The vulnerability of Australia's balance of paym",and|a|high|intake|of,The|vulnerability|of|Australia|s
19580417_senate_22_s12.xml,1958-04-17, External Affairs. It relates to the admission of immigrants sought for alleged war crimes. Has the attention ,relates|to|the|admission|of,sought|for|alleged|war|crimes
19580417_senate_22_s12.xml,1958-04-17,o the demand for the extradition of certain Czech immigrants who were alleged to have been involved in war cri,the|extradition|of|certain|Czech,who|were|alleged|to|have
19580417_senate_22_s12.xml,1958-04-17,"ment which has no desire to shield criminals, the immigrants become acutely disturbed by such reports because ",desire|to|shield|criminals|the,become|acutely|disturbed|by|such
19580417_senate_22_s12.xml,1958-04-17,"ile, I can assure the honorable senator and those immigrants who might be affected that they have nothing to f",the|honorable|senator|and|those,who|might|be|affected|that
19580417_senate_22_s12.xml,1958-04-17,rms easier. I realize that Australia is receiving immigrants and that we must take greater precautions than ot,realize|that|Australia|is|receiving,and|that|we|must|take
19230621_reps_9_103.xml,1923-06-21,mbers opposite seem to think that if we bring out immigrants wages will suffer a reduction and unemployment wi,that|if|we|bring|out,wages|will|suffer|a|reduction
19230621_reps_9_103.xml,1923-06-21,"able. I would suggest a system of colonization of immigrants in order to create a social atmosphere, and preve",a|system|of|colonization|of,in|order|to|create|a
19711201_reps_27_hor75.xml,1971-12-01,rtment usetokeep under surveillance the health of immigrants after their arrival in Australia. ,under|surveillance|the|health|of,h|of|immigrants|after|their
19090526_senate_3_49.xml,1909-05-26,"to be thrown open for settlement, and so offer to immigrants those inducements .which are necessary to attract",settlement|and|so|offer|to,those|inducements|which|are|necessary
19090526_senate_3_49.xml,1909-05-26,Contract Immigrants Act 1905 - ,Contract|Immigrants|Act|1905,Contract|Immigrants|Act|1905
19090526_senate_3_49.xml,1909-05-26,ality a,ality|a,ality|a
19090526_senate_3_49.xml,1909-05-26,monwealth; the nationality and occupation of such immigrants. ,nationality|and|occupation|of|such,he|nationality|and|occupation|of
19090526_senate_3_49.xml,1909-05-26,engaged by each employer. ,engaged|by|each|employer,engaged|by|each|employer
19090526_senate_3_49.xml,1909-05-26,employer. ,employer,employer
19090526_senate_3_49.xml,1909-05-26,migrants have agreed to work. ,migrants|have|agreed|to|work,migrants|have|agreed|to|work
19090526_senate_3_49.xml,1909-05-26,"used admission, and the reasons for such refus",the|reasons|for|such|refus,used|admission|and|the|reasons
19090526_senate_3_49.xml,1909-05-26," to be thrown open to settlement, and so offer to immigrants those inducements which are necessary to attract ",settlement|and|so|offer|to,those|inducements|which|are|necessary
19090526_senate_3_49.xml,1909-05-26, I know that there are many who desire to attract immigrants from other parts of the world to this country irr,many|who|desire|to|attract,from|other|parts|of|the
19090526_senate_3_49.xml,1909-05-26,"vours to outbid each other in the competition for immigrants, practically libel the quality of the land in Sta",other|in|the|competition|for,practically|libel|the|quality|of
19090526_senate_3_49.xml,1909-05-26,"oly, there are practically no areas available for immigrants, unless they have large amounts of capital at the",practically|no|areas|available|for,unless|they|have|large|amounts
19090526_senate_3_49.xml,1909-05-26,are coming into the various States every week. ,the|various|States|every|week,are|coming|into|the|various
19541021_reps_21_hor5.xml,1954-10-21," who will marry in 1951, and to cope with 200,000 immigrants who will need accommodation. ",to|cope|with|200|000,h|200|000|immigrants|who
19541021_reps_21_hor5.xml,1954-10-21,to which they are legally entitled. The influx of immigrants year after year is making the housing position mo,legally|entitled|The|influx|of,year|after|year|is|making
19541021_reps_21_hor5.xml,1954-10-21,,,
19550901_reps_21_hor7.xml,1955-09-01,"penditure that was involved in assisting European immigrants to come to Australia. ""While I do not for a momen",was|involved|in|assisting|European,to|come|to|Australia|While
19550901_reps_21_hor7.xml,1955-09-01,ot for a moment suggest that the wives of Italian immigrants should not be assisted financially to come to thi,that|the|wives|of|Italian,should|not|be|assisted|financially
19580911_reps_22_hor21.xml,1958-09-11,,,
19140424_reps_5_73.xml,1914-04-24,recollect that there has been a regular stream of immigrants to that State it does seem remarkable that whilst,been|a|regular|stream|of,to|that|State|it|does
19280920_reps_10_119.xml,1928-09-20,"of revenue £162,000 on passage money for assisted immigrants, which under no circumstances can be considered a",on|passage|money|for|assisted,which|under|no|circumstances|can
19280920_reps_10_119.xml,1928-09-20,"diture from loan to provide passages for assisted immigrants, and if he was right then he cannot justify the i",to|provide|passages|for|assisted,and|if|he|was|right
19280920_reps_10_119.xml,1928-09-20,ishment of farm training depots in which to train immigrants brought from overseas. We have tens of thousands ,depots|in|which|to|train,brought|from|overseas|We|have
19280920_reps_10_119.xml,1928-09-20," of £4,000 for training domestics brought here as immigrants. Where is that training being done, and what is t",training|domestics|brought|here|as,Where|is|that|training|being
19280920_reps_10_119.xml,1928-09-20,one as effectively settling the great majority of immigrants. These organizations provide most of the immigran,settling|the|great|majority|of,These|organizations|provide|most|of
19280920_reps_10_119.xml,1928-09-20,migrants. These organizations provide most of the immigrants upon arrival with work in the country. When that ,organizations|provide|most|of|the,upon|arrival|with|work|in
19280920_reps_10_119.xml,1928-09-20,r concerned with their after-care. There are more immigrants in the industrial suburbs of Melbourne and Sydney,after|care|There|are|more,in|the|industrial|suburbs|of
19280920_reps_10_119.xml,1928-09-20,"ing subsidies to the extent of £11,310, while the immigrants are walking the streets looking for work. ",of|11|310|while|the,igrants|are|walking|the|streets
19370618_reps_14_153.xml,1937-06-18,ustralia since  the  1,ustralia|since|the|1,ustralia|since|the|1
19370618_reps_14_153.xml,1937-06-18,r from each country? ,r|from|each|country,r|from|each|country
19531119_reps_20_hor2.xml,1953-11-19,,,
19531119_reps_20_hor2.xml,1953-11-19,nce. Can the Prime Minister say why the number of immigrants who settled in Australia during the quarter which,say|why|the|number|of,who|settled|in|Australia|during
19531119_reps_20_hor2.xml,1953-11-19,", 1953, was 66 per cent, lower than the number of immigrants who settled during the quarter ended September, 1",lower|than|the|number|of,who|settled|during|the|quarter
19081029_reps_3_48.xml,1908-10-29,,,
19081029_reps_3_48.xml,1908-10-29," on a lighter or tug in a bay, or on a wharf, are immigrants. ",or|on|a|wharf|are,r|or|tug|in|a
19081029_reps_3_48.xml,1908-10-29,"ion to"" the need for an amendment of the Contract Immigrants Act. The Government questions the constitutionali",an|amendment|of|the|Contract,Act|The|Government|questions|the
19081029_reps_3_48.xml,1908-10-29,"e exception to their attitude when they object to immigrants for the country, while they are quite willing to ",attitude|when|they|object|to,for|the|country|while|they
19020312_reps_1_8.xml,1902-03-12,,,
19020312_reps_1_8.xml,1902-03-12,,,
19020312_reps_1_8.xml,1902-03-12,,,
19020312_reps_1_8.xml,1902-03-12,,,
19561018_reps_22_hor13.xml,1956-10-18,ny fears in the minds of recently arrived foreign immigrants about the attempted misuse of extradition treatie,minds|of|recently|arrived|foreign,about|the|attempted|misuse|of
19561018_reps_22_hor13.xml,1956-10-18,"y substantial number of people here, of requiring immigrants who have become a charge on public funds, by virt",of|people|here|of|requiring,who|have|become|a|charge
19561018_reps_22_hor13.xml,1956-10-18,year we gain thousands of new citizens from among immigrants to this country. 1 sometimes wonder whether we st,of|new|citizens|from|among,to|this|country|1|sometimes
19760323_reps_30_hor98.xml,1976-03-23,r the employment of a social worker to work among immigrants. The grant covers the salary of the social worker,social|worker|to|work|among,The|grant|covers|the|salary
19560322_senate_22_s7.xml,1956-03-22,f our financial difficulties is the large flow of immigrants to this country. Upon the method of dealing with ,is|the|large|flow|of,to|this|country|Upon|the
19560322_senate_22_s7.xml,1956-03-22,"ry. It is very easy to suggest that the number of immigrants should be reduced, but there might he very powerf",suggest|that|the|number|of,should|be|reduced|but|there
19560322_senate_22_s7.xml,1956-03-22," various bodies which have been set up to welcome immigrants, to the effect that we want as many people to com",been|set|up|to|welcome,to|the|effect|that|we
19560322_senate_22_s7.xml,1956-03-22,ascertain the exact effect that a large intake of immigrants has on this country. ,that|a|large|intake|of,a|large|intake|of|immigrants
19560322_senate_22_s7.xml,1956-03-22,"for saving, and our existing capital, the flow of immigrants is too large, but if we can import sufficient cap",existing|capital|the|flow|of,is|too|large|but|if
19560322_senate_22_s7.xml,1956-03-22,". If that is so, then our capacity to absorb more immigrants will be improved. ",our|capacity|to|absorb|more,acity|to|absorb|more|immigrants
19121025_reps_4_67.xml,1912-10-25,"en. It was my privilege on two occasions to bring immigrants to Western Australia, and to say the least of it,",on|two|occasions|to|bring,to|Western|Australia|and|to
19121025_reps_4_67.xml,1912-10-25,tain of one ship that brought several hundreds of immigrants out here said that the Board of Trade in England ,that|brought|several|hundreds|of,out|here|said|that|the
19750408_senate_29_s63.xml,1975-04-08,"f housing for the aboriginal people of Australia, immigrants to Australia, persons employed in or by Departmen",the|aboriginal|people|of|Australia,to|Australia|persons|employed|in
19750408_senate_29_s63.xml,1975-04-08,"f housing for the Aboriginal people of Australia, immigrants to Australia, persons employed in or by Departmen",the|Aboriginal|people|of|Australia,to|Australia|persons|employed|in
19560524_senate_22_s8.xml,1956-05-24,"half its staff ? Does the Minister know that many immigrants are arriving at Fremantle with no jobs, and becau",the|Minister|know|that|many,are|arriving|at|Fremantle|with
19560524_senate_22_s8.xml,1956-05-24,"ething is done with regard to the landing of such immigrants at Fremantle, and will he see that the government",to|the|landing|of|such,at|Fremantle|and|will|he
19560524_senate_22_s8.xml,1956-05-24,"ustralia, who number between 4,000 and 5,000, are immigrants, and the number of immigrants who are arriving in",000|and|5|000|are,and|the|number|of|immigrants
19560524_senate_22_s8.xml,1956-05-24,",000 and 5,000, are immigrants, and the number of immigrants who are arriving in this country each month and w",immigrants|and|the|number|of,who|are|arriving|in|this
19080401_senate_3_45.xml,1908-04-01,"imitation too low. I can quite conceive that many immigrants from England, desirable from many points of view,",can|quite|conceive|that|many,from|England|desirable|from|many
19080401_senate_3_45.xml,1908-04-01,he limitation is a very reasonable one as regards immigrants who come here alone. It is very seldom that they ,very|reasonable|one|as|regards,who|come|here|alone|It
19080401_senate_3_45.xml,1908-04-01,ed duty on the furniture of returning citizens or immigrants. ,furniture|of|returning|citizens|or,he|furniture|of|returning|citizens
19610315_reps_23_hor30.xml,1961-03-15,"ral-born increase, as well as the large number of immigrants being brought here and seeking employment, an exp",as|the|large|number|of,being|brought|here|and|seeking
19570919_reps_22_hor16.xml,1957-09-19,"ar to be expended on the encouragement of British immigrants. This is well over 80 per cent, of the total incr",on|the|encouragement|of|British,This|is|well|over|80
19570919_reps_22_hor16.xml,1957-09-19,. I have always been of the opinion that the best immigrants are Australian-born children and I think that we ,the|opinion|that|the|best,are|Australian|born|children|and
19570919_reps_22_hor16.xml,1957-09-19,"ge number of unemployed persons in the community, immigrants are still being brought here, and many of those i",unemployed|persons|in|the|community,are|still|being|brought|here
19570919_reps_22_hor16.xml,1957-09-19, of those in the hostels are without jobs. Surely immigrants should only be brought to this country when jobs ,hostels|are|without|jobs|Surely,should|only|be|brought|to
19570919_reps_22_hor16.xml,1957-09-19,g position is still acute. I believe that no more immigrants should be brought here until those who are unempl,I|believe|that|no|more,should|be|brought|here|until
19570919_reps_22_hor16.xml,1957-09-19,"ately 60,000 men and women, including a number of immigrants brought to this country on a promise of full empl",women|including|a|number|of,brought|to|this|country|on
19081210_reps_3_48.xml,1908-12-10,"n for the statement, that thousands of prohibited immigrants, and more particularly Chinese, annually succeed ",statement|that|thousands|of|prohibited,and|more|particularly|Chinese|annually
